docs_id,doc_code,projection_apa,res_fields,dbases,if_info,scopus_info,pub_year
23113946,S4,"Miloš, E. ir Šešok, D. (2017). Globaliojo optimizavimo uždavinių sprendimas naudojant genetinius algoritmus. <i><i>Jaunųjų mokslininkų darbai = Journal of young scientists</i></i>, 1(47), 80-86. doi:<a target=""_blank"" href=""https://doi.org/10.21277/jmd.v47i1.134"">10.21277/jmd.v47i1.134</a>",T 007,CEEOL – Central and Eastern European Online Library; IndexCopernicus,,,2017
23114027,S4,"Semenenko, J. ir Šešok, D. (2017). Lygiagretūs skaičiavimai su CUDA. <i><i>Jaunųjų mokslininkų darbai = Journal of young scientists</i></i>, 47, 87-93. doi:<a target=""_blank"" href=""https://doi.org/10.21277/jmd.v47i1.135"">10.21277/jmd.v47i1.135</a>",T 007,CEEOL – Central and Eastern European Online Library; IndexCopernicus,,,2017
23115205,S1,"Lagerev, R., Kapski, D., Burinskienė, M., & Barauskas, A. (2017). Reducing a possibility of transport congestion on freeways using ramp control management. <i><i>Transport</i></i>, <i>32</i>(3), 314-320. doi:<a target=""_blank"" href=""https://doi.org/10.3846/16484142.2017.1336643"">10.3846/16484142.2017.1336643</a>",T 003,Scopus; IndexCopernicus; Compendex; Science Citation Index Expanded (Web of Science),"IF: 1,267, AIF: 2,525, Q3 (2017, InCites JCR SCIE)","CiteScore: 1,26, SNIP: 1,021, SJR: 0,402, Q2 (2017, Scopus Sources)",2017
23115933,S4,"Griazev, K. ir Ramanauskaitė, S. (2017). Duomenų išrinkimo interneto puslapiuose algoritmas, paremtas duomenų tarpusavio panašumu. <i><i>Jaunųjų mokslininkų darbai = Journal of young scientists</i></i>, 47, 73-79. doi:<a target=""_blank"" href=""https://doi.org/10.21277/jmd.v47i1.88"">10.21277/jmd.v47i1.88</a>",T 007,IndexCopernicus,,,2017
23115960,S1,"Glaser, B., Baltrėnas, P., Kammann, C., Kern, J., & Baltrėnaitė, E. (2017). Special issue on biochar as an option for sustainable resource management (EU COST Action TD1107 final publication): editorial. <i><i>Journal of environmental engineering and landscape management</i></i>, <i>25</i>(2), 23-25. doi:<a target=""_blank"" href=""https://doi.org/10.3846/16486897.2017.1319376"">10.3846/16486897.2017.1319376</a>",T 004,"Environment Index; Environment Complete; Central & Eastern European Academic Source (CEEAS); Scopus; Garden, Landscape & Horticulture Index; Science Citation Index Expanded (Web of Science)","IF: 1,068, AIF: 3,488, Q4 (2017, InCites JCR SCIE)","CiteScore: 1,25, SNIP: 0,824, SJR: 0,294, Q2 (2017, Scopus Sources)",2017
23116222,S4,"Tankeliun, T., Zaytsev, O., & Urbanavičius, V. (2017). Stroboskopinio osciloskopo laiko kanalo triukšmo mažinimo būdas. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 277-282. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1032"">10.3846/mla.2017.1032</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23116391,S4,"Eglynas, T., Bogdevičius, M., Andziulis, A., & Jusis, M. (2017). Trolley motion control based on S-shaped velocity profile for quay crane cargo oscillation comparison. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 283-288. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1034"">10.3846/mla.2017.1034</a>",T 003,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23122905,S4,"Sinkevičius, G. ir Baškys, A. (2017). Medžiagos kontrasto pasiskirstymo Pokelso narvelio kristale tyrimas. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 308-311. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1031"">10.3846/mla.2017.1031</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23133545,S4,"Bielskis, E., Šapurov, M. ir Platakis, A. (2017). Flyback tipo transformatoriaus sklaidos srauto mažinimo tyrimas. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 312-317. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1037"">10.3846/mla.2017.1037</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23133724,S4,"Jurgo, M. ir Navickas, R. (2017). Laikinio skaitmeninio keitiklio skiriamosios gebos didinimas. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 318-323. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1041"">10.3846/mla.2017.1041</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23134023,S4,"Mačaitis, V. ir Navickas, R. (2017). Daugiastandarčių siųstuvų-imtuvų LC įtampa valdomų generatorių pagrindinių parametrų analizė. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 324-328. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1043"">10.3846/mla.2017.1043</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23134096,S4,"Duoba, L. (2017). Paslaugų kokybės užtikrinimas naudojant OpenFlow protokolą. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 329-333. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1044"">10.3846/mla.2017.1044</a>",T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23134157,S4,"Semėnas, R. (2017). Apšvietimo normalizavimo algoritmų tyrimas veidams atpažinti. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 334-339. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1036"">10.3846/mla.2017.1036</a>",T 001; T 007,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23134254,S4,"Abromavičius, V. (2017). Patirtos kokybės tyrimas taikant ECG požymius stebint audiovizualinį turinį. <i><i>Mokslas – Lietuvos ateitis: Elektronika ir elektrotechnika = Science – future of Lithuania: Electronics and electrical engineering</i></i>, <i>9</i>(3), 340-344. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2017.1042"">10.3846/mla.2017.1042</a>",T 007; T 001,Academic Search Complete; Gale's Academic OneFile; IndexCopernicus; ICONDA,,,2017
23134371,S1,"Martínez-Pérez, I., Valivonis, J., Šalna, R., & Cobo-Escamilla, A. (2017). Experimental study of flexural behaviour of layered steel fibre reinforced concrete beams. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(6), 806-813. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1319413"">10.3846/13923730.2017.1319413</a>",T 002,Academic Search Complete; Scopus; Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23153861,S4,"Vasilienė-Vasiliauskienė, V., Vasilis Vasiliauskas, A. ir Butvilas, T. (2017). Projektinio mokymosi įgyvendinimo iššūkiai aukštojo mokslo kontekste. <i><i>Aukštųjų mokyklų vaidmuo visuomenėje: iššūkiai, tendencijos ir perspektyvos: mokslo darbai = Role of higher education institutions in society: challenges, tendencies and perspectives: academic papers</i></i>, <i>1(6)</i>, 287-291. Žiūrėta 2017 m. liepos 26 d. per <a target=""_blank"" href=""http://alytauskolegija.lt/wp-content/uploads/2017/12/2017_konferencijos_leidinys.pdf"">http://alytauskolegija.lt/wp-content/uploads/2017/12/2017_konferencijos_leidinys.pdf</a>",T 003; S 003,IndexCopernicus,,,2017
23182224,S1,"Malesza, J., Miedzialowski, C., & Ustinovičius, L. (2017). Tests on full-scale and static analysis models of the wood-framed building stucture horizontaly loaded. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(6), 814-823. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1319411"">10.3846/13923730.2017.1319411</a>",S 003; T 002,Academic Search Complete; Scopus; Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23184329,S1,"Khanzadi, M., Turskis, Z., Ghodrati Amiri, G., & Chalekaee, A. (2017). A model of discrete zero-sum two-person matrix games with grey numbers to solve dispute resolution problems in construction. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(6), 824-835. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1323005"">10.3846/13923730.2017.1323005</a>",S 004; T 002,Academic Search Complete; Scopus; Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23186316,S1,"Saoud, L. A., Omran, J., Hassan, B., Vilutienė, T., & Kiaulakis, A. (2017). A method to predict change propagation within building information model. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(6), 836-846. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1323006"">10.3846/13923730.2017.1323006</a>",T 002,Academic Search Complete; Scopus; Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23187501,S1,"Shariati, S., Abedi, M., Saedi, A., Yazdani-Chamzini, A., Tamošaitienė, J., Šaparauskas, J., & Stupak, S. (2017). Critical factors of the application of nanotechnology in construction industry by using ANP technique under fuzzy intuitionistic environment. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(7), 914-925. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1343202"">10.3846/13923730.2017.1343202</a>",T 002,Academic Search Complete; Scopus; Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23191633,S1,"Turskis, Z., Morkūnaitė, Ž., & Kutut, V. (2017). A hybrid multiple criteria evaluation method of ranking of cultural heritage structures for renovation projects. <i><i>International journal of strategic property management</i></i>, <i>21</i>(3), 318-329. doi:<a target=""_blank"" href=""https://doi.org/10.3846/1648715X.2017.1325782"">10.3846/1648715X.2017.1325782</a>",S 003; T 002,Scopus; Social Sciences Citation Index (Web of Science); Business Source Complete; ICONDA,"IF: 1,571, AIF: 2,631, Q3 (2017, InCites JCR SSCI)","CiteScore: 1,61, SNIP: 0,886, SJR: 0,344, Q2 (2017, Scopus Sources)",2017
23214361,S1,"Morkūnas, M., Skvarciany, V., & Titko, J. (2017). Development of autopoietic economic structures in the Baltic states: analysis of factors. <i><i>Equilibrium - quarterly journal of economics and economic policy</i></i>, <i>12</i>(2), 319-338. doi:<a target=""_blank"" href=""https://doi.org/10.24136/eq.v12i2.17"">10.24136/eq.v12i2.17</a>",S 003; S 004,Academic Search Complete; DOAJ; Emerging Sources Citation Index (Web of Science),,,2017
23227912,S1,"Saunorienė, L., Aleksienė, S., Maskeliūnas, R., & Ragulskis, M. K. (2017). Image hiding scheme based on time-averaged elliptic oscillations. <i><i>Optics and Lasers in Engineering</i></i>, <i>98</i>, 83-88. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.optlaseng.2017.06.009"">10.1016/j.optlaseng.2017.06.009</a>",T 009; N 009; N 001,Scopus; ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 3,388, AIF: 2,581, Q1 (2017, InCites JCR SCIE)","CiteScore: 3,30, SNIP: 1,892, SJR: 1,018, Q1 (2017, Scopus Sources)",2017
23252777,S1,"Skvarciany, V., & Jurevičienė, D. (2017). Factors affecting personal customers’ trust in traditional banking: case of the Baltics. <i><i>Journal of business economics and management</i></i>, <i>18</i>(4), 636-649. doi:<a target=""_blank"" href=""https://doi.org/10.3846/16111699.2017.1345784"">10.3846/16111699.2017.1345784</a>",S 004,Central & Eastern European Academic Source (CEEAS); Scopus; Social Sciences Citation Index (Web of Science); Business Source Complete,"IF: 1,503, AIF: 2,234, Q2 (2017, InCites JCR SSCI)","CiteScore: 1,56, SNIP: 0,820, SJR: 0,361, Q1 (2017, Scopus Sources)",2017
23256489,S1,"Savickienė, J., Matuzevičius, D., Baronaitė, S., Treigytė, G., Krasovskaja, N., Zaikova, I., Navakauskas, D., Utkus, A., & Navakauskienė, R. (2017). Histone modifications pattern associated with a state of mesenchymal stem cell cultures derived from amniotic fluid of normal and fetus-affected gestations. <i><i>Journal of cellular biochemistry</i></i>, <i>118</i>(11), 3744-3755. doi:<a target=""_blank"" href=""https://doi.org/10.1002/jcb.26022"">10.1002/jcb.26022</a>",T 007; T 001; M 001,Embase; Scopus; BIOSIS Previews; MEDLINE; Chemical abstracts; CAB Abstracts; Science Citation Index Expanded (Web of Science),"IF: 2,959, AIF: 5,053, Q2 (2017, InCites JCR SCIE)","CiteScore: 2,91, SNIP: 0,898, SJR: 1,209, Q2 (2017, Scopus Sources)",2017
23272317,S1,"Kilikevičius, A., Skeivalas, J., Jurevičius, M., Turla, V., Kilikevičienė, K., Bureika, G., & Jakštas, A. (2017). Experimental investigation of dynamic impact of firearm with suppressor. <i><i>Indian Journal of Physics</i></i>, <i>91</i>(9), 1077-1087. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s12648-017-1016-0"">10.1007/s12648-017-1016-0</a>",T 010; T 009,Scopus; SpringerLink; Science Citation Index Expanded (Web of Science),"IF: 0,967, AIF: 2,952, Q3 (2017, InCites JCR SCIE)","CiteScore: 0,97, SNIP: 0,647, SJR: 0,308, Q3 (2017, Scopus Sources)",2017
23273836,S1,"Debnath, A., Roy, J., Kar, S., Zavadskas, E. K., & Antuchevičienė, J. (2017). A hybrid MCDM approach for strategic project portfolio selection of Agro by-products. <i><i>Sustainability</i></i>, <i>9</i>(8), 1-33. doi:<a target=""_blank"" href=""https://doi.org/10.3390/su9081302"">10.3390/su9081302</a>",S 003; T 007,DOAJ; Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 2,075, AIF: 2,573, Q2 (2017, InCites JCR SSCI); IF: 2,075, AIF: 4,275, Q2 (2017, InCites JCR SCIE)","CiteScore: 2,37, SNIP: 1,042, SJR: 0,537, Q1 (2017, Scopus Sources)",2017
23283345,S1,"Ferreira, F. A. F., Spahr, R. W., Sunderman, M. A., Banaitis, A., & Ferreira, J. J. M. (2017). A learning-oriented decision-making process for real estate brokerage service evaluation. <i><i>Service Business</i></i>, <i>11</i>(3), 453-474. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11628-016-0315-4"">10.1007/s11628-016-0315-4</a>",T 002; S 004; S 003,Social Sciences Citation Index (Web of Science); SpringerLink,"IF: 2,110, AIF: 2,667, Q2 (2017, InCites JCR SSCI)","CiteScore: 2,00, SNIP: 1,461, SJR: 0,545, Q1 (2017, Scopus Sources)",2017
23286292,S1,"Ng, P. L., & Banaitis, A. (2017). Construction mediation and its hybridization: the case of the Hong Kong construction industry. <i><i>Organization, Technology and Management in Construction</i></i>, <i>9</i>(1), 1528-1536. doi:<a target=""_blank"" href=""https://doi.org/10.1515/otmcj-2016-0015"">10.1515/otmcj-2016-0015</a>",T 002; S 001; S 003,Emerging Sources Citation Index (Web of Science),,,2017
23290888,S1,"Kilikevičius, A., & Kasparaitis, A. (2017). Dynamic research of multi-body mechanical systems of angle measurement. <i><i>International Journal of Precision Engineering and Manufacturing</i></i>, <i>18</i>(8), 1065-1073. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s12541-017-0125-1"">10.1007/s12541-017-0125-1</a>",T 010; T 009,Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 1,661, AIF: 2,595, Q3 (2017, InCites JCR SCIE)",,2017
23295689,S4,"Kremensas, A., Vaitkus, S., Vėjelis, S., Kairytė, A., & Balčiūnas, G. (2017). Investigation of energy efficient thermal insulating composites from hemp shives and starch. <i><i>International journal of engineering science invention</i></i>, <i>6</i>(6), 20-27. Retrieved 2017, August 09, from <a target=""_blank"" href=""http://www.ijesi.org/v6i6(version-1).html"">http://www.ijesi.org/v6i6(version-1).html</a>",T 008,Open J-Gate,,,2017
23308563,S1,"Chabarova, O., Alekna, V., Kačianauskas, R., & Ardatov, O. (2017). Finite element investigation osteoporotic lumbar L1 vertebra buckling in a presence of torsional load. <i><i>Mechanika</i></i>, <i>23</i>(3), 326-333. doi:<a target=""_blank"" href=""https://doi.org/10.5755/j01.mech.23.3.18476"">10.5755/j01.mech.23.3.18476</a>",M 001; T 009,Academic Search Complete; VINITI; Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,529, AIF: 2,663, Q4 (2017, InCites JCR SCIE)","CiteScore: 0,51, SNIP: 0,652, SJR: 0,186, Q4 (2017, Scopus Sources)",2017
23308753,S1,"Hosseini, M. R., Zavadskas, E. K., Xia, B., Chileshe, N., & Mills, A. (2017). Communications in hybrid arrangements: case of Australian construction project teams. <i><i>Inžinerinė ekonomika = Engineering economics</i></i>, <i>28</i>(2), 290-300. doi:<a target=""_blank"" href=""https://doi.org/10.5755/j01.ee.28.3.13791"">10.5755/j01.ee.28.3.13791</a>",T 002; T 007; S 004,Scopus; Social Sciences Citation Index (Web of Science); Business Source Complete,"IF: 0,709, AIF: 1,766, Q3 (2017, InCites JCR SSCI)","CiteScore: 0,94, SNIP: 0,585, SJR: 0,341, Q2 (2017, Scopus Sources)",2017
23319644,S6,"Jakaitis, J. (2017). Idėjoms gimti nebepakanka auditorijų. <i><i>Statyba ir architektūra</i></i>, 1-2. Žiūrėta 2017 m. rugpjūčio 18 d. per <a target=""_blank"" href=""http://sa.lt/jonas-jakaitis-idejoms-gimti-nebepakanka-auditoriju/"">http://sa.lt/jonas-jakaitis-idejoms-gimti-nebepakanka-auditoriju/</a>",H 003,,,,2017
23332902,S4,"Dižo, J., Blatnický, M., & Steišūnas, S. (2017). Assessment of negative effects of a coach running with the wheel-flat on a track by means of simulation computations. <i><i>Diagnostyka</i></i>, <i>18</i>(3), 31-37. Retrieved 2017, October 04, from <a target=""_blank"" href=""http://diagnostyka.net.pl/archiwum/caly_tekst/18_3/04.pdf"">http://diagnostyka.net.pl/archiwum/caly_tekst/18_3/04.pdf</a>",T 009; T 003,Scopus; Compendex; Academic Search Premier,,"CiteScore: 1,01, SNIP: 0,879, SJR: 0,000, Q3 (2017, Scopus Sources)",2017
23348539,S4,"Mikalajūnė, A., & Vilniškė, L. (2017). Research of heavy metals (Cu, Cr and Zn) concentration in bottom sediments of roadside water ponds. <i><i>World Journal of Research and Review (WJRR)</i></i>, <i>5</i>(2), 32-40. Retrieved 2017, August 24, from <a target=""_blank"" href=""https://www.wjrr.org/download_data/WJRR0502011.pdf"">https://www.wjrr.org/download_data/WJRR0502011.pdf</a>",T 004,GetCITED; arXiv.org; Index Copernicus (IC),,,2017
23348930,S1,"Čereška, A., Maskeliūnas, R., Ragulskienė, J., & Lu, G. Q. (2017). Comparison of hysteresis of high accuracy positioning system with piezoelectric actuators. <i><i>Journal of vibroengineering</i></i>, <i>19</i>(5), 3556-3563. doi:<a target=""_blank"" href=""https://doi.org/10.21595/jve.2017.18424"">10.21595/jve.2017.18424</a>",T 010; T 009,DOAJ; Scopus; Compendex; INSPEC; Science Citation Index Expanded (Web of Science),,"CiteScore: 0,67, SNIP: 0,498, SJR: 0,244, Q3 (2017, Scopus Sources)",2017
23350285,S1,"Wang, J., Ng, P. L., Wang, W., Du, J., & Song, J. (2017). Modelling chloride diffusion in concrete with influence of concrete stress state. <i><i>Journal of civil engineering and management</i></i>, <i>23</i>(7), 955-965. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2017.1343203"">10.3846/13923730.2017.1343203</a>",T 002,Science Citation Index Expanded (Web of Science),"IF: 1,660, AIF: 2,301, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,86, SNIP: 1,067, SJR: 0,572, Q1 (2017, Scopus Sources)",2017
23358173,S1,"Valatka, V. (2017). Logic at Old Vilnius University: an example of the integrative coexistence of different intellectual discourses. <i><i>Studies in East European Thought</i></i>, <i>69</i>(2), 131-142. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11212-017-9281-1"">10.1007/s11212-017-9281-1</a>",S 008; H 001,Arts & Humanities Citation Index (Web of Science); CSA Environmental Sciences; Scopus; Social Sciences Citation Index (Web of Science); The Philosopher's Index,"IF: 0,075, AIF: 1,487, Q4 (2017, InCites JCR SSCI)","CiteScore: 0,08, SNIP: 0,157, SJR: 0,104, Q3 (2017, Scopus Sources)",2017
23360428,S1,"Petkus, T., Tichonov, J., Filatovas, E., & Jakštys, V. (2017). Quality assessment of high-resolution images with small distortions after compression. <i><i>Baltic journal of modern computing</i></i>, <i>5</i>(2), 206-220. doi:<a target=""_blank"" href=""https://doi.org/10.22364/bjmc.2017.5.2.04"">10.22364/bjmc.2017.5.2.04</a>",N 009; T 007,Academic Search Research & Development; DOAJ; VINITI; Emerging Sources Citation Index (Web of Science); ProQuest Central,,,2017
23360657,S1,"Maknickas, V., & Maknickas, A. (2017). Recognition of normal-abnormal phonocardiographic signals using deep convolutional neural networks and mel-frequency spectral coefficients. <i><i>Physiological measurement</i></i>, <i>38</i>(8), 1671-1684. doi:<a target=""_blank"" href=""https://doi.org/10.1088/1361-6579/aa7841"">10.1088/1361-6579/aa7841</a>",T 009; T 007,VINITI; Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 2,006, AIF: 3,215, Q2 (2017, InCites JCR SCIE)","CiteScore: 2,39, SNIP: 1,217, SJR: 0,731, Q2 (2017, Scopus Sources)",2017
23414783,S1,"Mačiulis, L., & Buzas, V. (2017). LituanicaSAT-2: Design of The 3U In-Orbit Technology Demonstration CubeSat. <i><i>IEEE aerospace and electronic systems magazine</i></i>, <i>32</i>(6), 34-45. doi:<a target=""_blank"" href=""https://doi.org/10.1109/MAES.2017.150245"">10.1109/MAES.2017.150245</a>",N 009; T 009; T 001,"IEEE Xplore; Current Contents / Engineering, Computing & Technology; Science Citation Index Expanded (Web of Science)","IF: 1,360, AIF: 2,129, Q2 (2017, InCites JCR SCIE)","CiteScore: 1,27, SNIP: 1,229, SJR: 0,335, Q2 (2017, Scopus Sources)",2017
23420061,S1,"Eidukienė, D. (2017). Jeremy Benthamas: galimai didesnės laimės galimai didžiausiam žmonių skaičiui siekis kaip Modus Vivendi. <i><i>Filosofija. Sociologija</i></i>, <i>28</i>(1), 29-37. Žiūrėta 2017 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://mokslozurnalai.lmaleidykla.lt/publ/0235-7186/2017/1/29-37.pdf"">http://mokslozurnalai.lmaleidykla.lt/publ/0235-7186/2017/1/29-37.pdf</a>",H 001,Arts & Humanities Citation Index (Web of Science); Scopus; CEEOL – Central and Eastern European Online Library; EBSCO (SocINDEX); Social Sciences Citation Index (Web of Science); Sociological Abstracts,"IF: 0,473, AIF: 1,466, Q4 (2017, InCites JCR SSCI)","CiteScore: 0,43, SNIP: 0,538, SJR: 0,443, Q2 (2017, Scopus Sources)",2017
23429105,S1,"Tvaronavičienė, M. (2017). Clusters, innovations and energy efficiency: if relationship could be traced. <i><i>Marketing and management of innovations</i></i>, 2, 382-391. doi:<a target=""_blank"" href=""https://doi.org/10.21272/mmi.2017.2-35"">10.21272/mmi.2017.2-35</a>",S 003; S 004,Emerging Sources Citation Index (Web of Science); Index Copernicus (IC),,,2017
