docs_id,doc_code,projection_apa,res_fields,dbases,if_info,scopus_info,pub_year
4032329,S6,"Vyšniūnas, A. (2013). Kas yra architektas - kūrėjas, administratorius ar dar kas nors? <i><i>Statyba ir architektūra</i></i>, 7, 16-19. Žiūrėta 2013 m. rugpjūčio 20 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N7.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N7.pdf</a>",H 003,,,,2013
4032425,S6,"Jakaitis, J. (2013). Žalioji architektūra – Lietuvos ateities miestų link. <i><i>Statyba ir architektūra</i></i>, 7, 28-30. Žiūrėta 2013 m. rugpjūčio 20 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N7.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N7.pdf</a>",H 003,,,,2013
4032442,S6,"Burinskienė, M. (2013). Darnus miestas, darnioji gyvenamoji aplinka. <i><i>Statyba ir architektūra</i></i>, 7, 50-52. Žiūrėta 2013 m. rugpjūčio 20 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N7.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N7.pdf</a>",T 004,,,,2013
4032469,S6,"Garnytė-Sapranavičienė, I. (2013). Baigiamieji architektūros inžinerijos bakalaurų darbai. <i><i>Statyba ir architektūra</i></i>, 7, 94-95. Žiūrėta 2013 m. rugpjūčio 20 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N7.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N7.pdf</a>",H 003,,,,2013
4032477,S6,"Skripkiūnas, G. (aut., imant. inter.), Malaiškienė, J. (aut., imant. inter.), Červokienė, A. (aut., imant. inter.), Mačiulaitis, R. (aut., imant. inter.), Žurauskienė, R. (aut., imant. inter.) ir Kizinievič, O. (aut., imant. inter.) (2013). Nauja studijų programa - statybinių medžiagų kūrėjams ir pastatų modernizavimo specialistams. <i><i>Statyba ir architektūra</i></i>, 7, 36-38. Žiūrėta 2013 m. rugpjūčio 20 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N7.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N7.pdf</a>",T 008,,,,2013
4032502,S5,"Andrijauskaitė, J. (2013). Šiaulių karinio aerodromo klimato charakteristikos ypatumai ir poveikis Lietuvos respublikos karinių oro pajėgų ir NATO orlaivių skrydžių organizavimui. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 30-33. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.33"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.33</a>",T 003,,,,2013
4032658,S5,"Dudoit, A., Stankūnas, J. ir Kondroška, V. (2013). Skrydžių valdymo paslaugų efektyvumo didinimo oro uostų metodų analizė. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 34-38. doi:<a target=""_blank"" href=""https://doi.org/1038/at.2013.3"">1038/at.2013.3</a>",T 003,,,,2013
4032779,S5,"Grinytė, N. (2013). Skrydžių vadovų sveikata ir jos palaikymas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 39-41. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.35"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.35</a>",T 003,,,,2013
4032807,S5,"Slauta, O. (2013). Aplinkoje atsirandančios radiacijos poveikis aviacijos darbuotojų sveikatai. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 42-46. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.36"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.36</a>",T 003,,,,2013
4032817,S6,"Tamošaitienė, J. (2013). Tiltas į sėkmingą ateitį - techniškosios studijos. <i><i>Statyba ir architektūra</i></i>, 6, 46-47. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N6.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N6.pdf</a>",T 002; S 003,,,,2013
4032825,S6,"Čygaitė, L. (2013). Greičio kontrolės sistemos efektyvumas Lietuvos automobilių keliuose. <i><i>Statyba ir architektūra</i></i>, 6, 48-50. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N6.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N6.pdf</a>",T 003,,,,2013
4032833,S6,"Andriejauskas, T. (2013). Transporto eismo stebėjimo ir svėrimo sistema. <i><i>Statyba ir architektūra</i></i>, 6, 52-55. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N6.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N6.pdf</a>",T 003,,,,2013
4032865,S6,"Lukšytė, I. (aut., imant. inter.), Rekevičius, L. (aut., duod. inter.) ir Lavrinec, J. (aut., duod. inter.) (2013). Žvilgsnis į miestą – žvilgsnis į save: ar miestų tapatybė turi teisę keistis drauge su gyventojų tapatybe? <i><i>Statyba ir architektūra</i></i>, 4, 4-9. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N4.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N4.pdf</a>",H 003,,,,2013
4032889,S6,"Mačiulaitis, R. ir Jefimovas, A. (2013). Statybinės medienos degimo ir apsaugos nuo gaisro ypatumai. <i><i>Statyba ir architektūra</i></i>, 4, 16-18. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N4.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N4.pdf</a>",T 008,,,,2013
4032907,S6,"Ruseckaitė, I. (2013). Sukonstruota tapatybė. <i><i>Statyba ir architektūra</i></i>, 4, 44-45. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N4.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N4.pdf</a>",H 003,,,,2013
4032916,S6,"Lavrinec, J. (2013). Viešųjų erdvių potencialas. <i><i>Statyba ir architektūra</i></i>, 4, 46-48. Žiūrėta 2013 m. rugpjūčio 21 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N4.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N4.pdf</a>",H 003; S 005; S 008,,,,2013
4033010,S5,"Rikteris, E. (2013). Baltijos funkcinio oro erdvės bloko sukūrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 47-49. Žiūrėta 2013 m. rugpjūčio 22 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.37"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.37</a>",T 003,,,,2013
4033028,S5,"Alekna, J. (2013). Orlaivio „Cessna Citattion 3“ kreiserinio skrydžio parametrų optimizavimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 50-53. Žiūrėta 2013 m. rugpjūčio 22 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.38"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.38</a>",T 003,,,,2013
4033103,S1,"Žuraulis, V., Sokolovskij, E., & Matijošius, J. (2013). The opportunities for establishing the critical speed of the vehicle on research in its lateral dynamics. <i><i>Eksploatacja i Niezawodnosc – Maintenance and Reliability</i></i>, <i>15</i>(4), 312-318. Retrieved 2013, August 23, from <a target=""_blank"" href=""http://ein.org.pl/sites/default/files/2013-04-03.pdf"">http://ein.org.pl/sites/default/files/2013-04-03.pdf</a>",T 003,Science Citation Index Expanded (Web of Science),"IF: 0,505, AIF: 1,342, Q3 (2013, InCites JCR SCIE)","CiteScore: 0,71, SNIP: 0,962, SJR: 0,315, Q2 (2013, Scopus Sources)",2013
4033122,S6,"Sokolovskij, E. (2013). Eismo įvykių modeliavimas saugumui keliuose padidinti. <i><i>Structum</i></i>, 2, 64-67. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.structum.lt/archyvas.html"">http://www.structum.lt/archyvas.html</a>",T 003,,,,2013
4033228,S5,"Pudževelytė, R. ir Lasauskas, E. (2013). Skraidyklės sparno polinkio momento koeficiento analizė. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 54-56. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.39"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.39</a>",T 009; T 003,,,,2013
4033247,S5,"Kikutis, R., Stankūnas, J. ir Rudinskas, D. (2013). Vėjo įtakos orlaivio posūkio trajektorijai tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 57-61. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.40"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.40</a>",T 003; T 010,,,,2013
4033261,S5,"Borkovskij, D. (2013). Aviacijai pavojingų meteorologinių reiškinių ir elementų pasiskirstymas Lietuvos tarptautinių oro uostų aerodromuose ir jų poveikis skrydžiams. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 62-66. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.41"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.41</a>",T 003,,,,2013
4033271,S5,"Ragauskas, U. ir Bručas, D. (2013). Bepiločių orlaivių taikymo Lietuvos kariuomenės oro taikiniams imituoti tyrimas. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 67-69. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.42"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.42</a>",T 003,,,,2013
4033283,S5,"Ridulis, V. (2013). Oro transporto pervežimų poreikiui ir jų kainų elastingumui įtaka darantys veiksniai. <i><i>Aviacijos technologijos = Aviation technologies</i></i>, <i>1</i>(2), 70-72. Žiūrėta 2013 m. rugpjūčio 23 d. per <a target=""_blank"" href=""http://www.at.vgtu.lt/index.php/at/article/view/at.2013.43"">http://www.at.vgtu.lt/index.php/at/article/view/at.2013.43</a>",T 003,,,,2013
4033335,S4,"Pumputis, V., Garbinčius, G., & Mironov, V. (2013). Traffic management facilities used at intersection of Ukmergės and Geležinio Vilko streets in Vilnius. <i><i>Transport and telecommunication</i></i>, <i>14</i>(3), 187-195. doi:<a target=""_blank"" href=""https://doi.org/10.2478/ttj-2013-0015"">10.2478/ttj-2013-0015</a>",T 003,VINITI; Scopus,,"CiteScore: 0,14, SNIP: 0,378, SJR: 0,192, Q4 (2013, Scopus Sources)",2013
4033414,S6,"Jučiūtė, E. (aut., imant. inter.) ir Dzekunskas, G. (aut., duod. inter.) (2013). IT ritmu. <i><i>Sapere Aude</i></i>, 1, 4-15. Žiūrėta 2013 m. rugpjūčio 26 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033483,S6,"Jučiūtė, E. (aut., imant. inter.) ir Skrinskas, S. (aut., duod. inter.) (2013). Prasmė - kelyje. <i><i>Sapere Aude</i></i>, 1, 16-27. Žiūrėta 2013 m. rugpjūčio 26 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033507,S6,"Viskauskas, R. (aut., imant. inter.) ir Kulys, J. (aut., duod. inter.) (2013). Juozas Kulys: ""Jei išvažiuoja talentingi specialistai, skursta šalies mokslas ir ekonomika"". <i><i>Sapere Aude</i></i>, 1, 28-39. Žiūrėta 2013 m. rugpjūčio 26 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033586,S4,"Lingaitis, L. P., Vaičiūnas, G., Liudvinavičius, L., & Jevdomacha, G. (2013). Methods of calculation line optimum travel of trains with consideration of longitudinal dynamic efforts. <i><i>Transport problems = Problemy transportu</i></i>, <i>8</i>(2), 25-34. Retrieved 2013, August 26, from <a target=""_blank"" href=""http://www.transportproblems.polsl.pl/pl/Archiwum/2013/zeszyt2/2013t8z2_03.pdf"">http://www.transportproblems.polsl.pl/pl/Archiwum/2013/zeszyt2/2013t8z2_03.pdf</a>",T 003,Academic Search Complete; DOAJ; Scopus; BazTech; IndexCopernicus,,"CiteScore: 0,25, SNIP: 0,147, SJR: 0,216, Q3 (2013, Scopus Sources)",2013
4033622,S6,"Jučiūtė, E. (aut., imant. inter.) ir Kačerauskas, T. (aut., duod. inter.) (2013). Kalbėjimas vėjams. <i><i>Sapere Aude</i></i>, 1, 36-43. Žiūrėta 2013 m. rugpjūčio 26 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033650,S5,"Maskeliūnaitė, L., & Sivilevičius, H. (2013). Оценка групп технологических, экономических критериев и критериев безопасности пассажирского поезда международного маршрута методами экспертных исследований. <i><i>Проблемы розвитку мiського середовища: науково-технiчний збiрник. Вып. № 10</i></i>, 79-95.",T 003,,,,2013
4033698,S6,"Jakovlevas-Mateckis, K. (2013). Miestų pėsčiųjų gatvių ir zonų formavimo tradicijos. <i><i>Statyba ir architektūra</i></i>, 4, 50-53. Žiūrėta 2013 m. rugpjūčio 26 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N4.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N4.pdf</a>",H 003,,,,2013
4033706,S6,"Šiupšinskas, G. ir Adomėnaitė, S. (2013). Energijos nešvaistantys pastatai - pasiekima vizija. <i><i>Statyba ir architektūra</i></i>, 18-22.",T 006,,,,2013
4033715,S6,"Gailius, A. ir Skripkiūnas, G. (2013). Nanotechnologijos betono gamyboje. <i><i>Statyba ir architektūra</i></i>, 3, 26-28. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N3.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N3.pdf</a>",T 008,,,,2013
4033752,S6,"Rimkutė, B. (aut., imant. inter.), Natkevičius, G. (aut., duod. inter.) ir Palekas, R. (aut., duod. inter.) (2013). Laukia reabilitacijos: architektai stengiasi išsklaidyti slogų įspūdį, paliktą betoninių sovietmečio statinių. <i><i>Statyba ir architektūra</i></i>, 3, 52-55. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N3.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N3.pdf</a>",H 003,,,,2013
4033762,S6,"Jakubovskis, R. (2013). Makaronų konstruktorių varžybos: profesinėms pratyboms būsimieji architektai ir inžinieriai naudoja studentų mėgstamą produktą. <i><i>Statyba ir architektūra</i></i>, 3, 66-67. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N3.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N3.pdf</a>",T 002,,,,2013
4033776,S6,"Notkus, A. J. (2013). Kur dingsta geležinkelio tiltai? <i><i>Statyba ir architektūra</i></i>, 2, 70-71. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://sa.lt/wp-content/uploads/SA_2013_N2.pdf"">http://sa.lt/wp-content/uploads/SA_2013_N2.pdf</a>",T 002,,,,2013
4033785,S6,"Buidovaitė-Pivoriūnienė, K. (aut., imant. inter.) ir Palekas, R. (aut., duod. inter.) (2013). Kūrybai įkvepia pats gyvenimas. <i><i>Sapere Aude</i></i>, 1, 52-65. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033837,S6,"Buidovaitė-Pivoriūnienė, K. (aut., imant. inter.) ir Simniškis, G. (aut., duod. inter.) (2013). Pavojai pakeitė požiūrį į gyvenimą. <i><i>Sapere Aude</i></i>, 1, 66-79. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033848,S6,"Jučiūtė, E. (aut., imant. inter.) ir Nugaras, J. (aut., duod. inter.) (2013). Revoliucionieriaus išpažintis: mano prieštaravimas davė rezultatų. <i><i>Sapere Aude</i></i>, 1, 80-89. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033860,S5,"Zavalis, R., & Jonaitis, B. (2013). Experimental tests on the EC6 compressive strength of masonry made of hollow calcium silicate units. <i><i>Architecture • Civil Engineering • Environment (ACEE)</i></i>, <i>6</i>(1), 49-57. Retrieved 2013, August 27, from <a target=""_blank"" href=""http://www.acee-journal.pl/1,7,Issues.html"">http://www.acee-journal.pl/1,7,Issues.html</a>",T 002,,,,2013
4033870,S6,"Jučiūtė, E. (aut., imant. inter.) ir Kungytė, I. (aut., duod. inter.) (2013). Pamokos iš sakurų šalies: pamiršti lietuvišką traumuojantį posakį: „kaip aš atrodysiu?”. <i><i>Sapere Aude</i></i>, 1, 90-103. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-5-2013-web.pdf</a>",0,,,,2013
4033889,S4,"Normantas, K., & Vasilecas, O. (2013). A systematic review of methods for business knowledge extraction from existing software systems. <i><i>Baltic Journal of Modern Computing (BJMC)</i></i>, <i>1</i>(1-2), 29-51. Retrieved 2013, August 27, from <a target=""_blank"" href=""http://www.lu.lv/fileadmin/user_upload/lu_portal/projekti/bjmc/Contents/1_1-2_3_Normantas.pdf"">http://www.lu.lv/fileadmin/user_upload/lu_portal/projekti/bjmc/Contents/1_1-2_3_Normantas.pdf</a>",T 007,DOAJ,,,2013
4033899,S6,"Buidovaitė-Pivoriūnienė, K. (2013). VŠĮ „Grunto valymo technologijos“ gamtai grąžina mūsų skolą. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 1, 18-20. Žiūrėta 2013 m. rugpjūčio 27 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/vs-grunto-valymo-technologijos-gamtai-grazina-m-s-skola.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/vs-grunto-valymo-technologijos-gamtai-grazina-m-s-skola.html</a>",T 004,,,,2013
4033907,S6,"Valiulis, A. V. (2013). Plieno pramonės plėtra ir mineralinių žaliavų išsekimas: tikra ar įsivaizduojama problema? <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 1, 26-29.",T 008,,,,2013
4034000,S1,"Valiūnienė, A., Baltrūnas, G., Keršulytė, V., Margarian, Ž., & Valinčius, G. (2013). The degradation of cyanide by anodic electrooxidation using different anode materials. <i><i>Process Safety and Environmental Protection</i></i>, <i>91</i>(4), 269-274. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.psep.2012.06.007"">10.1016/j.psep.2012.06.007</a>",T 005; N 003,Science Citation Index Expanded (Web of Science),"IF: 1,829, AIF: 3,052, Q2 (2013, InCites JCR SCIE)","CiteScore: 2,22, SNIP: 1,776, SJR: 0,909, Q1 (2013, Scopus Sources)",2013
4034157,S6,"Jučiūtė, E. (2013). Verslo vadybos mokslai: kuo skiriasi dainavimas vaikystėje ir „La Scaloje“. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 1, 34-36.",S 003,,,,2013
4034164,S6,"Skrinska, A. K. (2013). Atsinaujinanti energetika. Ištekliai, šilumos ir elektros gamybos problemos. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 1, 37-39.",T 006,,,,2013
4034205,S6,"Buidovaitė-Pivoriūnienė, K. (2013). UAB „Traidenis“ atvira naujovėms ir inovaciniams sprendimams. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 2, 8-9. Žiūrėta 2013 m. rugpjūčio 28 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/uab-traidenis-atvira-naujov-ms-ir-inovaciniams-sprendimams.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/uab-traidenis-atvira-naujov-ms-ir-inovaciniams-sprendimams.html</a>",T 006,,,,2013
4034214,S6,"Grigalis, T. (2013). Lietuvoje išrastas judančio žmogaus tapatybės identifikavimo prietaisas. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 2, 12-13. Žiūrėta 2013 m. rugpjūčio 28 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/lietuvoje-israstas-judancio-zmogaus-tapatyb-s-identifikavimo-prietaisas.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/lietuvoje-israstas-judancio-zmogaus-tapatyb-s-identifikavimo-prietaisas.html</a>",T 007; N 011,,,,2013
4034222,S6,"Buidovaitė-Pivoriūnienė, K. (2013). „Astra“ bendradarbiauja su daugeliu Europos šalių. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 2, 21-23.",S 003,,,,2013
4034324,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Lietuvos ateitis – mokslininkų laboratorijose. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 4, 30-31.",T 001,,,,2013
4034430,S6,"Buidovaitė-Pivoriūnienė, K. (aut., imant. inter.), Kublickas, A. (aut., duod. inter.), Barista, G. (aut., duod. inter.), Kugis, J. (aut., duod. inter.) ir Balsevičius, V. (aut., duod. inter.) (2013). Absolventai konstruktorius subūrė į asociaciją. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 4, 34-35.",T 002,,,,2013
4034478,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Atsakomybė kolegiją veda pirmyn. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 5, 28-29.",S 007,,,,2013
4034485,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Įsisenėjusios problemos paskatino veikti. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 5, 30-31. Žiūrėta 2013 m. rugpjūčio 28 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/sisen-jusios-problemos-paskatino-veikti.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/sisen-jusios-problemos-paskatino-veikti.html</a>",S 003,,,,2013
4034518,S6,"Buidovaitė-Pivoriūnienė, K. (aut., imant. inter.) ir Žukauskas, H. (aut., duod. inter.) (2013). Architektas Henrikas Žukauskas: „Geri įstatymai ne tie, kuriuos galima apeiti“. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 5, 36-37.",H 003,,,,2013
4034556,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Mokslininkų įdirbio matas - sėkmingos konferencijos. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 7-8, 28-30.",S 003,,,,2013
4034580,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Studentų idėjoms - moderniausia įranga. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 7-8, 30-31.",T 001,,,,2013
4034596,S6,"Jaugielavičius, R. ir Savickas, R. (2013). Naujos išmaniojo šilumos perdavimo tinklo galimybės. <i><i>Šiluminė technika</i></i>, 2, 20-22.",T 006,,,,2013
4034615,S6,"Buidovaitė-Pivoriūnienė, K. (2013). Verslas ir mokslas atveria neribotas galimybes: [apie Telekomunikacijų inžinerijos katedros (vedėjas doc. dr. Artūras Medeišis) mokslo pasiekimus]. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 6, 1-3. Žiūrėta 2013 m. rugpjūčio 29 d. per <a target=""_blank"" href=""http://www.mokslasirtechnika.lt/mokslo-naujienos/verslas-ir-mokslas-atveria-neribotas-galimybes.html"">http://www.mokslasirtechnika.lt/mokslo-naujienos/verslas-ir-mokslas-atveria-neribotas-galimybes.html</a>",T 001,,,,2013
4034632,S6,"Jučiūtė, E. (2013). Aviacijos studijos Lietuvoje: tai, dėl ko buvo verta pakovoti. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 6, 1-2.",T 003,,,,2013
4034650,S6,"Liekis, A. (2013). Amžinasis lietuvių aukštumų ilgesys. <i><i>Sapere Aude. Du Antano Gustaičio aviacijos instituto dešimtmečiai (1993-2013)</i></i>, 2, 4-15. Žiūrėta 2013 m. rugpjūčio 29 d. per <a target=""_blank"" href=""http://www.vgtu.lt/media/files/1/sa-6-2013-web.pdf"">http://www.vgtu.lt/media/files/1/sa-6-2013-web.pdf</a>",0,,,,2013
4034836,S4,"Bureika, G., & Liudvinavičius, L. (2013). Оценка аварийности на железнодорожных переездах Литвы. <i><i>Наука та прогрес транспорту. Вісник Дніпропетровського національного університету залізничного транспорту = Science and Transport Progress. Bulletin of Dnipropetrovsk National University of Railway Transport</i></i>, <i>1</i>(43), 13-21. Retrieved 2013, September 02, from <a target=""_blank"" href=""http://stp.diit.edu.ua/article/view/9547/9794"">http://stp.diit.edu.ua/article/view/9547/9794</a>",T 003,DOAJ; IndexCopernicus,,,2013
4034846,S1,"Bureika, G., Bekintis, G., Liudvinavičius, L., & Vaičiūnas, G. (2013). Applying analytic hierarchy process to assess traffic safety risk of railway infrastructure. <i><i>Eksploatacja i Niezawodnosc – Maintenance and Reliability</i></i>, <i>15</i>(4), 376-383. Retrieved 2013, September 02, from <a target=""_blank"" href=""http://www.ein.org.pl/sites/default/files/2013-04-13.pdf"">http://www.ein.org.pl/sites/default/files/2013-04-13.pdf</a>",T 003,Science Citation Index Expanded (Web of Science),"IF: 0,505, AIF: 1,342, Q3 (2013, InCites JCR SCIE)","CiteScore: 0,71, SNIP: 0,962, SJR: 0,315, Q2 (2013, Scopus Sources)",2013
