source,type,target,weight
934,undirected,2363,1
934,undirected,2442,1
934,undirected,2503,1
934,undirected,2504,1
934,undirected,2579,1
934,undirected,2628,4
934,undirected,2703,1
934,undirected,2874,1
934,undirected,2933,1
934,undirected,3370,1
934,undirected,3379,1
934,undirected,3474,9
934,undirected,3813,1
934,undirected,3847,2
934,undirected,3857,1
934,undirected,3864,3
934,undirected,3922,1
934,undirected,4191,1
934,undirected,4284,1
934,undirected,4636,1
934,undirected,4765,1
934,undirected,4842,1
934,undirected,4900,1
934,undirected,5130,1
934,undirected,5310,1
934,undirected,5502,3
935,undirected,3995,1
936,undirected,938,4
936,undirected,962,1
936,undirected,1068,1
936,undirected,1106,2
936,undirected,1109,2
936,undirected,1124,1
936,undirected,1289,1
936,undirected,1682,2
936,undirected,1707,4
936,undirected,1801,1
936,undirected,1834,1
936,undirected,2018,1
936,undirected,2042,2
936,undirected,2212,1
936,undirected,2265,1
936,undirected,2463,1
936,undirected,2604,3
936,undirected,2632,1
936,undirected,2746,2
936,undirected,2929,2
936,undirected,2968,3
936,undirected,2991,1
936,undirected,3023,1
936,undirected,3387,1
936,undirected,3420,1
936,undirected,3421,1
936,undirected,3519,1
936,undirected,3574,1
936,undirected,3750,1
936,undirected,3773,1
936,undirected,3860,16
936,undirected,3907,1
936,undirected,4047,5
936,undirected,4233,1
936,undirected,4263,1
936,undirected,4378,1
936,undirected,4383,1
936,undirected,4414,1
936,undirected,4533,1
936,undirected,4643,1
936,undirected,4867,2
936,undirected,4938,3
936,undirected,5171,3
936,undirected,5209,1
936,undirected,5236,2
936,undirected,5521,1
937,undirected,1914,4
937,undirected,1917,1
937,undirected,2777,3
937,undirected,3390,4
937,undirected,4012,1
937,undirected,4254,1
937,undirected,4586,3
937,undirected,4599,4
937,undirected,4691,2
938,undirected,1729,1
938,undirected,2042,1
938,undirected,2354,1
938,undirected,2991,1
938,undirected,3387,1
938,undirected,3420,1
938,undirected,3860,1
938,undirected,4047,2
938,undirected,4383,1
939,undirected,4547,1
939,undirected,4627,1
939,undirected,5431,1
940,undirected,1352,1
940,undirected,3177,1
940,undirected,4145,1
941,undirected,2915,1
941,undirected,3931,1
942,undirected,3510,2
942,undirected,4438,2
943,undirected,1156,1
943,undirected,1787,1
943,undirected,3192,1
943,undirected,3279,1
943,undirected,3511,1
943,undirected,3953,1
943,undirected,4132,1
943,undirected,4249,1
943,undirected,4485,1
943,undirected,4906,1
945,undirected,959,2
945,undirected,961,1
945,undirected,1199,1
945,undirected,5488,3
946,undirected,982,2
946,undirected,1177,2
946,undirected,1306,2
946,undirected,1384,2
946,undirected,2397,1
946,undirected,2839,2
946,undirected,2857,2
946,undirected,4779,2
946,undirected,5315,2
946,undirected,5340,2
946,undirected,5365,2
948,undirected,4606,1
950,undirected,1104,1
950,undirected,1475,1
950,undirected,1532,1
950,undirected,2156,1
950,undirected,2238,1
950,undirected,2286,1
950,undirected,2334,1
950,undirected,3259,1
950,undirected,3260,1
950,undirected,3790,1
950,undirected,4158,1
950,undirected,5227,1
951,undirected,1979,1
951,undirected,3978,1
951,undirected,5431,1
952,undirected,1580,1
952,undirected,2966,1
953,undirected,1571,1
953,undirected,3164,1
953,undirected,3913,1
953,undirected,4269,1
953,undirected,5431,1
954,undirected,2570,1
955,undirected,2915,1
955,undirected,3995,1
956,undirected,5134,1
957,undirected,2134,2
957,undirected,2502,2
958,undirected,1294,1
958,undirected,1420,1
958,undirected,1816,1
958,undirected,3619,1
959,undirected,1199,1
959,undirected,1853,1
959,undirected,2674,1
959,undirected,3703,1
959,undirected,3708,1
959,undirected,5488,2
961,undirected,5488,1
962,undirected,2018,5
962,undirected,2463,1
963,undirected,3731,3
963,undirected,5263,1
964,undirected,1767,1
964,undirected,2681,1
964,undirected,3223,1
964,undirected,3406,1
964,undirected,4219,1
965,undirected,1838,1
965,undirected,1917,1
965,undirected,2513,1
965,undirected,4440,1
965,undirected,4691,1
966,undirected,2279,1
966,undirected,4807,1
967,undirected,1217,1
967,undirected,3731,8
967,undirected,4413,2
967,undirected,4639,3
967,undirected,5284,1
968,undirected,2508,1
969,undirected,1371,1
969,undirected,2454,1
969,undirected,3303,1
969,undirected,3992,1
969,undirected,4372,1
970,undirected,1774,1
971,undirected,1682,1
971,undirected,3139,1
971,undirected,5106,1
971,undirected,5228,1
972,undirected,1546,1
972,undirected,5131,1
972,undirected,5431,1
973,undirected,1141,1
974,undirected,1396,1
974,undirected,2295,1
974,undirected,3059,1
974,undirected,3316,1
975,undirected,976,4
975,undirected,978,1
975,undirected,1674,1
975,undirected,1845,1
975,undirected,1918,1
975,undirected,3116,1
975,undirected,4606,3
976,undirected,978,1
979,undirected,2951,1
979,undirected,5045,1
980,undirected,1970,2
980,undirected,4216,2
980,undirected,4444,2
980,undirected,4969,2
980,undirected,5493,1
982,undirected,1177,2
982,undirected,1306,2
982,undirected,1384,2
982,undirected,2397,1
982,undirected,2839,2
982,undirected,2857,2
982,undirected,4779,2
982,undirected,5315,2
982,undirected,5340,2
982,undirected,5365,2
983,undirected,1512,1
983,undirected,2799,1
984,undirected,2689,2
984,undirected,2698,1
984,undirected,3984,1
984,undirected,4385,2
984,undirected,4639,1
984,undirected,4668,1
984,undirected,5249,1
984,undirected,5380,1
985,undirected,1736,1
985,undirected,3878,1
985,undirected,4409,1
986,undirected,1727,1
987,undirected,1078,1
987,undirected,1164,1
987,undirected,1640,1
987,undirected,1845,2
987,undirected,4721,1
987,undirected,5111,1
987,undirected,5117,1
987,undirected,5190,1
987,undirected,5306,1
989,undirected,1161,1
989,undirected,1663,1
990,undirected,1394,1
990,undirected,1938,1
990,undirected,3532,1
990,undirected,4938,1
992,undirected,1576,1
992,undirected,2260,2
992,undirected,3812,1
992,undirected,5369,2
993,undirected,2164,1
993,undirected,4438,2
994,undirected,2296,1
995,undirected,1988,1
995,undirected,2750,1
995,undirected,2854,1
995,undirected,3304,5
995,undirected,3934,1
995,undirected,4421,7
995,undirected,4805,1
995,undirected,5429,2
995,undirected,5488,1
996,undirected,1257,1
996,undirected,2825,1
996,undirected,2918,1
996,undirected,4155,1
996,undirected,4375,1
997,undirected,1840,1
997,undirected,4328,1
998,undirected,1898,1
998,undirected,2561,1
998,undirected,4968,1
998,undirected,5250,1
998,undirected,5483,1
999,undirected,3470,2
999,undirected,3754,1
1000,undirected,3231,1
1000,undirected,4885,1
1001,undirected,2260,3
1001,undirected,4464,1
1001,undirected,4556,2
1001,undirected,4796,1
1002,undirected,1332,1
1003,undirected,4618,5
1003,undirected,5032,1
1005,undirected,1873,1
1005,undirected,2391,1
1006,undirected,1334,1
1006,undirected,1402,2
1006,undirected,1904,1
1006,undirected,2391,1
1006,undirected,3553,1
1006,undirected,4038,4
1006,undirected,4046,1
1006,undirected,4299,2
1008,undirected,1654,1
1008,undirected,3256,1
1009,undirected,1157,1
1009,undirected,2968,1
1009,undirected,3076,1
1009,undirected,4807,7
1009,undirected,4833,2
1009,undirected,4938,1
1010,undirected,1139,1
1010,undirected,1186,1
1010,undirected,1471,1
1010,undirected,2241,1
1010,undirected,2266,1
1010,undirected,2383,1
1010,undirected,2590,1
1010,undirected,2691,1
1010,undirected,2717,1
1010,undirected,3148,1
1010,undirected,3630,1
1010,undirected,3952,1
1010,undirected,4251,1
1010,undirected,5294,1
1010,undirected,5371,1
1010,undirected,5413,1
1011,undirected,2269,1
1011,undirected,3269,1
1011,undirected,3760,1
1012,undirected,1434,1
1012,undirected,2899,1
1012,undirected,4353,1
1012,undirected,4367,1
1012,undirected,5169,1
1013,undirected,4873,1
1014,undirected,1760,1
1014,undirected,2369,1
1014,undirected,4153,1
1014,undirected,5022,1
1014,undirected,5238,1
1016,undirected,5139,1
1017,undirected,3127,1
1017,undirected,3177,1
1019,undirected,1080,1
1019,undirected,2272,1
1019,undirected,4253,1
1019,undirected,5249,1
1020,undirected,1971,1
1020,undirected,2154,1
1020,undirected,2195,1
1020,undirected,2258,1
1020,undirected,2936,1
1020,undirected,3158,1
1020,undirected,3531,1
1020,undirected,4945,1
1020,undirected,5197,1
1021,undirected,1516,1
1021,undirected,1736,1
1021,undirected,1830,1
1022,undirected,3510,1
1022,undirected,3666,1
1023,undirected,1057,3
1023,undirected,1720,1
1023,undirected,2523,1
1023,undirected,2931,1
1023,undirected,3605,2
1023,undirected,3829,2
1023,undirected,4324,2
1023,undirected,5035,1
1023,undirected,5120,1
1023,undirected,5392,1
1023,undirected,5404,1
1025,undirected,4601,1
1026,undirected,1027,4
1026,undirected,4921,1
1027,undirected,1688,1
1027,undirected,3339,1
1027,undirected,3383,5
1027,undirected,4383,1
1027,undirected,4921,5
1027,undirected,5007,1
1027,undirected,5189,1
1027,undirected,5374,1
1028,undirected,4014,1
1029,undirected,2908,1
1029,undirected,4021,1
1030,undirected,1823,1
1030,undirected,4455,2
1031,undirected,1217,1
1031,undirected,5009,1
1032,undirected,1340,1
1032,undirected,2169,1
1032,undirected,3254,1
1033,undirected,1473,1
1033,undirected,1964,1
1033,undirected,2994,1
1033,undirected,3285,1
1035,undirected,1438,1
1035,undirected,1735,3
1035,undirected,1873,3
1035,undirected,2391,10
1035,undirected,2729,2
1035,undirected,2936,6
1035,undirected,4911,2
1036,undirected,4525,1
1037,undirected,1099,1
1037,undirected,1214,1
1037,undirected,1896,1
1037,undirected,4002,1
1038,undirected,1262,1
1038,undirected,2243,1
1038,undirected,2701,2
1038,undirected,3156,1
1039,undirected,1224,2
1039,undirected,1657,1
1039,undirected,4717,2
1039,undirected,4862,1
1040,undirected,3279,5
1040,undirected,4507,1
1040,undirected,4696,3
1040,undirected,5314,4
1040,undirected,5316,1
1040,undirected,5368,1
1041,undirected,1848,1
1041,undirected,2593,1
1041,undirected,2721,1
1041,undirected,2965,1
1042,undirected,1948,1
1042,undirected,3956,1
1042,undirected,5134,3
1043,undirected,2235,1
1044,undirected,1332,1
1046,undirected,1232,1
1046,undirected,4468,1
1047,undirected,2272,1
1047,undirected,4253,1
1047,undirected,4289,1
1047,undirected,5249,1
1048,undirected,4405,4
1049,undirected,1806,1
1049,undirected,1900,1
1049,undirected,2193,1
1049,undirected,2333,1
1049,undirected,2415,1
1049,undirected,3233,1
1049,undirected,3271,1
1049,undirected,3469,1
1049,undirected,3836,1
1049,undirected,3894,1
1049,undirected,4267,1
1049,undirected,4352,1
1049,undirected,5304,1
1049,undirected,5550,1
1050,undirected,4798,1
1050,undirected,4944,2
1051,undirected,2927,1
1051,undirected,3498,1
1051,undirected,5540,1
1052,undirected,2235,1
1052,undirected,4574,3
1053,undirected,2557,1
1053,undirected,3813,1
1053,undirected,5129,1
1054,undirected,1332,1
1054,undirected,2648,3
1054,undirected,2742,1
1054,undirected,2998,1
1054,undirected,3509,4
1054,undirected,3510,5
1054,undirected,4197,1
1054,undirected,4330,6
1054,undirected,4464,1
1054,undirected,4807,2
1054,undirected,4938,2
1056,undirected,2225,1
1056,undirected,2710,1
1056,undirected,3054,1
1056,undirected,4118,1
1056,undirected,4119,2
1056,undirected,4418,1
1056,undirected,4461,1
1056,undirected,4475,1
1056,undirected,4646,1
1056,undirected,5177,1
1057,undirected,1720,1
1057,undirected,2523,1
1057,undirected,2749,1
1057,undirected,2752,2
1057,undirected,2931,1
1057,undirected,2950,1
1057,undirected,3036,5
1057,undirected,3224,3
1057,undirected,3605,2
1057,undirected,3829,2
1057,undirected,4301,2
1057,undirected,4324,2
1057,undirected,4557,1
1057,undirected,4708,3
1057,undirected,5035,1
1057,undirected,5120,1
1057,undirected,5207,5
1057,undirected,5392,1
1057,undirected,5404,1
1058,undirected,1435,4
1058,undirected,2410,1
1058,undirected,3419,1
1058,undirected,4991,1
1058,undirected,5259,1
1059,undirected,2213,1
1059,undirected,2416,1
1059,undirected,3298,1
1059,undirected,3397,1
1059,undirected,4299,1
1060,undirected,2291,2
1060,undirected,3418,1
1060,undirected,3543,1
1060,undirected,4245,1
1061,undirected,4077,1
1061,undirected,4992,1
1062,undirected,1917,1
1062,undirected,2854,1
1062,undirected,4449,1
1062,undirected,4691,1
1062,undirected,4692,1
1063,undirected,1197,1
1063,undirected,1199,3
1063,undirected,1200,2
1063,undirected,1416,2
1063,undirected,2208,1
1063,undirected,3304,1
1063,undirected,4449,2
1063,undirected,4962,2
1063,undirected,5429,2
1063,undirected,5488,1
1065,undirected,1617,2
1065,undirected,3386,1
1065,undirected,4849,2
1065,undirected,5431,1
1067,undirected,4829,1
1067,undirected,4938,1
1070,undirected,4601,1
1071,undirected,1798,1
1071,undirected,2424,1
1072,undirected,1237,1
1072,undirected,1622,1
1072,undirected,2033,1
1072,undirected,2562,2
1072,undirected,2785,1
1072,undirected,3064,1
1072,undirected,3158,5
1072,undirected,3512,1
1072,undirected,3537,1
1072,undirected,3555,1
1072,undirected,3827,1
1072,undirected,3828,1
1072,undirected,3979,1
1072,undirected,4255,1
1072,undirected,4742,1
1072,undirected,4950,1
1072,undirected,4976,1
1072,undirected,5029,1
1072,undirected,5089,1
1072,undirected,5110,1
1072,undirected,5218,1
1072,undirected,5237,3
1073,undirected,1845,2
1074,undirected,1301,1
1074,undirected,1415,2
1074,undirected,1644,2
1074,undirected,1820,1
1074,undirected,1937,1
1074,undirected,1938,6
1074,undirected,1968,1
1074,undirected,2151,2
1074,undirected,2421,2
1074,undirected,2712,1
1074,undirected,2833,1
1074,undirected,2923,2
1074,undirected,2962,1
1074,undirected,3209,1
1074,undirected,3416,3
1074,undirected,3652,1
1074,undirected,3720,1
1074,undirected,3849,1
1074,undirected,4230,3
1074,undirected,4332,2
1074,undirected,4337,1
1074,undirected,4401,1
1074,undirected,4554,2
1074,undirected,4555,2
1074,undirected,4812,1
1074,undirected,4888,1
1074,undirected,4925,1
1074,undirected,4943,2
1074,undirected,5134,1
1074,undirected,5158,1
1074,undirected,5232,1
1074,undirected,5268,1
1074,undirected,5273,1
1074,undirected,5431,4
1074,undirected,5449,1
1075,undirected,1076,2
1075,undirected,1229,2
1075,undirected,1879,1
1075,undirected,2487,1
1075,undirected,2742,1
1075,undirected,3860,4
1075,undirected,4104,1
1075,undirected,4234,1
1075,undirected,4938,3
1075,undirected,5384,1
1075,undirected,5557,1
1076,undirected,1229,2
1077,undirected,1084,1
1077,undirected,2427,1
1079,undirected,2271,1
1079,undirected,4253,1
1079,undirected,5249,1
1079,undirected,5372,1
1080,undirected,2272,2
1080,undirected,4253,2
1080,undirected,4478,1
1080,undirected,5249,2
1081,undirected,1223,1
1081,undirected,4931,1
1082,undirected,2235,1
1083,undirected,1822,1
1083,undirected,2075,1
1083,undirected,4152,5
1083,undirected,4532,1
1083,undirected,5194,3
1084,undirected,2427,1
1085,undirected,4254,1
1086,undirected,1938,1
1086,undirected,2574,1
1086,undirected,4452,1
1086,undirected,5192,1
1087,undirected,1938,1
1087,undirected,2444,1
1087,undirected,2603,1
1087,undirected,2968,1
1087,undirected,3241,1
1087,undirected,4572,1
1087,undirected,4717,1
1087,undirected,4931,1
1087,undirected,4943,1
1087,undirected,5431,1
1088,undirected,1447,2
1088,undirected,4769,1
1088,undirected,4827,1
1089,undirected,1716,1
1089,undirected,2493,1
1089,undirected,2960,1
1089,undirected,3041,2
1089,undirected,3175,2
1089,undirected,3925,1
1089,undirected,3951,1
1089,undirected,4375,3
1089,undirected,4434,1
1090,undirected,1258,1
1090,undirected,1903,1
1091,undirected,1917,2
1091,undirected,2854,1
1091,undirected,3244,1
1091,undirected,4917,1
1092,undirected,2353,1
1092,undirected,2888,1
1092,undirected,3323,1
1092,undirected,3708,1
1092,undirected,4940,1
1093,undirected,1271,1
1093,undirected,2005,1
1093,undirected,2139,1
1093,undirected,2474,1
1093,undirected,2572,1
1093,undirected,3656,1
1093,undirected,3722,1
1093,undirected,4413,1
1093,undirected,5308,1
1093,undirected,5353,1
1094,undirected,1561,1
1094,undirected,1938,1
1094,undirected,3168,1
1094,undirected,3651,1
1094,undirected,3652,1
1094,undirected,4943,1
1094,undirected,5431,1
1095,undirected,4606,2
1097,undirected,3090,1
1097,undirected,4544,1
1097,undirected,4558,1
1098,undirected,1578,1
1098,undirected,2871,1
1098,undirected,4291,1
1098,undirected,4799,1
1099,undirected,1214,1
1099,undirected,1476,1
1099,undirected,1673,2
1099,undirected,1724,1
1099,undirected,1736,1
1099,undirected,1896,5
1099,undirected,2559,2
1099,undirected,4002,1
1099,undirected,4232,2
1099,undirected,5295,1
1101,undirected,1429,1
1101,undirected,3674,1
1102,undirected,2454,1
1102,undirected,3303,1
1102,undirected,4408,1
1103,undirected,3959,1
1104,undirected,1279,1
1104,undirected,1332,1
1104,undirected,1475,1
1104,undirected,1532,2
1104,undirected,2156,1
1104,undirected,2238,1
1104,undirected,2286,1
1104,undirected,2334,1
1104,undirected,2706,1
1104,undirected,2925,1
1104,undirected,3259,1
1104,undirected,3260,1
1104,undirected,3790,1
1104,undirected,4158,1
1104,undirected,4257,1
1104,undirected,4558,1
1104,undirected,4773,1
1104,undirected,4994,3
1104,undirected,5227,1
1105,undirected,2575,1
1107,undirected,3145,1
1107,undirected,4257,1
1107,undirected,4330,1
1108,undirected,1243,1
1108,undirected,2964,1
1108,undirected,3018,2
1108,undirected,3792,1
1108,undirected,5062,2
1108,undirected,5513,1
1111,undirected,1623,1
1111,undirected,1874,1
1111,undirected,4424,1
1112,undirected,1173,1
1112,undirected,1965,1
1112,undirected,2612,1
1112,undirected,2843,1
1112,undirected,3351,1
1112,undirected,3451,1
1112,undirected,4677,1
1112,undirected,4875,1
1113,undirected,5105,1
1113,undirected,5540,1
1114,undirected,1115,1
1114,undirected,1700,1
1114,undirected,2073,1
1114,undirected,2206,1
1114,undirected,3446,1
1114,undirected,4155,1
1114,undirected,5028,1
1114,undirected,5157,1
1115,undirected,1700,1
1115,undirected,1857,1
1115,undirected,1948,1
1115,undirected,2073,1
1115,undirected,2090,1
1115,undirected,2206,1
1115,undirected,3446,3
1115,undirected,4145,1
1115,undirected,4931,1
1115,undirected,5028,1
1115,undirected,5163,1
1116,undirected,1265,1
1116,undirected,3708,1
1116,undirected,4627,1
1116,undirected,4816,1
1116,undirected,5142,1
1117,undirected,1799,1
1117,undirected,3708,1
1117,undirected,4634,1
1117,undirected,4816,1
1118,undirected,4145,1
1118,undirected,4931,1
1119,undirected,1302,2
1119,undirected,3035,2
1119,undirected,3065,2
1119,undirected,3828,2
1119,undirected,4477,2
1119,undirected,4914,1
1119,undirected,5146,2
1119,undirected,5256,2
1119,undirected,5402,2
1120,undirected,1305,2
1120,undirected,3312,1
1121,undirected,1546,1
1121,undirected,5431,1
1122,undirected,4107,1
1123,undirected,3127,1
1123,undirected,3177,1
1124,undirected,1314,1
1124,undirected,1316,2
1124,undirected,1816,2
1124,undirected,1925,2
1124,undirected,2123,2
1124,undirected,3178,1
1124,undirected,3280,1
1124,undirected,3342,1
1124,undirected,3974,5
1124,undirected,4145,2
1124,undirected,4233,4
1124,undirected,4266,1
1124,undirected,4799,1
1124,undirected,4857,1
1124,undirected,5431,3
1125,undirected,1235,1
1125,undirected,4807,1
1127,undirected,2432,1
1127,undirected,4938,1
1128,undirected,1415,1
1128,undirected,3525,1
1129,undirected,2241,1
1129,undirected,2699,1
1129,undirected,4251,1
1129,undirected,4252,1
1129,undirected,4543,1
1129,undirected,4652,1
1129,undirected,5179,1
1130,undirected,1269,1
1130,undirected,2884,1
1130,undirected,2906,1
1130,undirected,4938,1
1133,undirected,1157,1
1133,undirected,2968,3
1133,undirected,3043,1
1133,undirected,3966,1
1134,undirected,5362,1
1135,undirected,1310,1
1135,undirected,2767,1
1135,undirected,4799,1
1135,undirected,5366,1
1136,undirected,1577,1
1138,undirected,1546,1
1138,undirected,4931,1
1139,undirected,1186,1
1139,undirected,1471,1
1139,undirected,2241,1
1139,undirected,2266,1
1139,undirected,2383,1
1139,undirected,2590,1
1139,undirected,2691,1
1139,undirected,2717,1
1139,undirected,3148,1
1139,undirected,3630,1
1139,undirected,3952,1
1139,undirected,4251,1
1139,undirected,5294,1
1139,undirected,5371,1
1139,undirected,5413,1
1140,undirected,1219,1
1140,undirected,1432,1
1140,undirected,3418,1
1142,undirected,1828,2
1142,undirected,2155,1
1142,undirected,3475,1
1142,undirected,3607,1
1142,undirected,4176,1
1142,undirected,4735,1
1143,undirected,1597,1
1143,undirected,1878,1
1143,undirected,2099,1
1143,undirected,3320,1
1143,undirected,3828,1
1143,undirected,4914,1
1143,undirected,5256,1
1144,undirected,3317,1
1144,undirected,3707,1
1144,undirected,3726,1
1146,undirected,2475,1
1146,undirected,2591,1
1146,undirected,5354,1
1148,undirected,1816,1
1148,undirected,3974,1
1149,undirected,2461,1
1149,undirected,2968,1
1150,undirected,2974,1
1150,undirected,3060,1
1150,undirected,3726,2
1150,undirected,3845,3
1150,undirected,3931,2
1150,undirected,4426,1
1150,undirected,4668,2
1151,undirected,1587,1
1151,undirected,1917,1
1151,undirected,2185,1
1151,undirected,2312,1
1151,undirected,2567,1
1151,undirected,5380,1
1152,undirected,1153,2
1152,undirected,1154,1
1152,undirected,1391,1
1152,undirected,1692,2
1152,undirected,2968,3
1152,undirected,3946,1
1152,undirected,5431,1
1153,undirected,1154,1
1153,undirected,1391,1
1153,undirected,1692,1
1153,undirected,2968,2
1153,undirected,3946,1
1154,undirected,1692,1
1154,undirected,2968,1
1155,undirected,1578,1
1155,undirected,3523,1
1155,undirected,3830,1
1155,undirected,5431,1
1156,undirected,1787,1
1156,undirected,3192,1
1156,undirected,3279,1
1156,undirected,3511,1
1156,undirected,3953,1
1156,undirected,4132,1
1156,undirected,4249,1
1156,undirected,4485,1
1156,undirected,4906,1
1157,undirected,1158,4
1157,undirected,1188,1
1157,undirected,1373,1
1157,undirected,1559,1
1157,undirected,1692,6
1157,undirected,1938,1
1157,undirected,2574,1
1157,undirected,2868,2
1157,undirected,2968,10
1157,undirected,3915,1
1157,undirected,3966,1
1157,undirected,4139,1
1157,undirected,4515,1
1157,undirected,4558,1
1157,undirected,4729,1
1157,undirected,4807,1
1157,undirected,4833,1
1157,undirected,4943,1
1157,undirected,5431,1
1158,undirected,1692,2
1158,undirected,1938,1
1158,undirected,2574,1
1158,undirected,2868,1
1158,undirected,2968,1
1158,undirected,4515,1
1158,undirected,4558,1
1158,undirected,4729,1
1158,undirected,4943,1
1159,undirected,2708,1
1159,undirected,2709,1
1159,undirected,4945,1
1160,undirected,1633,1
1160,undirected,2135,1
1160,undirected,3328,1
1160,undirected,3451,1
1160,undirected,4611,1
1160,undirected,5547,1
1161,undirected,1663,9
1161,undirected,3024,4
1161,undirected,3355,1
1161,undirected,4717,1
1161,undirected,5052,2
1161,undirected,5290,2
1161,undirected,5417,1
1161,undirected,5508,1
1163,undirected,1248,1
1163,undirected,1249,1
1163,undirected,1678,2
1163,undirected,2421,3
1163,undirected,2872,1
1163,undirected,2879,1
1163,undirected,2979,1
1163,undirected,3149,1
1163,undirected,3362,2
1163,undirected,3363,1
1163,undirected,3541,1
1163,undirected,4850,3
1165,undirected,5052,2
1166,undirected,5115,1
1166,undirected,5544,4
1166,undirected,5546,3
1167,undirected,5488,1
1168,undirected,2119,2
1168,undirected,2498,1
1168,undirected,3130,1
1168,undirected,4931,1
1168,undirected,5118,4
1168,undirected,5431,4
1169,undirected,1316,1
1169,undirected,4145,1
1169,undirected,4776,1
1170,undirected,1776,1
1170,undirected,1846,1
1170,undirected,2479,1
1170,undirected,2943,1
1170,undirected,4596,1
1171,undirected,2959,3
1171,undirected,5262,3
1172,undirected,3214,1
1172,undirected,4145,1
1173,undirected,1965,1
1173,undirected,2612,1
1173,undirected,2843,1
1173,undirected,3351,1
1173,undirected,3451,1
1173,undirected,4677,1
1173,undirected,4875,1
1175,undirected,1311,1
1175,undirected,1528,1
1175,undirected,2132,1
1175,undirected,2501,2
1175,undirected,3133,2
1175,undirected,4262,1
1175,undirected,4931,1
1175,undirected,5352,1
1175,undirected,5362,1
1175,undirected,5363,8
1175,undirected,5431,9
1176,undirected,1568,1
1177,undirected,1306,2
1177,undirected,1384,2
1177,undirected,2397,1
1177,undirected,2839,2
1177,undirected,2857,2
1177,undirected,4779,2
1177,undirected,5315,2
1177,undirected,5340,2
1177,undirected,5365,2
1178,undirected,4118,2
1181,undirected,1374,1
1181,undirected,2161,1
1181,undirected,2336,1
1181,undirected,2847,1
1181,undirected,3044,1
1181,undirected,3277,1
1181,undirected,3858,1
1181,undirected,4009,1
1181,undirected,4896,1
1181,undirected,5341,1
1181,undirected,5342,1
1183,undirected,5041,1
1185,undirected,2335,2
1185,undirected,3925,1
1185,undirected,4656,1
1186,undirected,1471,1
1186,undirected,2241,1
1186,undirected,2266,1
1186,undirected,2383,1
1186,undirected,2590,1
1186,undirected,2691,1
1186,undirected,2717,1
1186,undirected,3148,1
1186,undirected,3630,1
1186,undirected,3952,1
1186,undirected,4251,1
1186,undirected,5294,1
1186,undirected,5371,1
1186,undirected,5413,1
1187,undirected,5056,1
1188,undirected,1559,1
1188,undirected,1692,1
1188,undirected,2968,1
1189,undirected,5134,1
1190,undirected,2186,1
1190,undirected,5530,1
1191,undirected,1192,3
1191,undirected,2153,3
1191,undirected,2154,3
1191,undirected,2902,1
1191,undirected,2915,2
1191,undirected,3463,1
1191,undirected,3718,1
1191,undirected,5420,2
1192,undirected,1507,2
1192,undirected,1666,1
1192,undirected,1684,1
1192,undirected,1876,2
1192,undirected,2153,11
1192,undirected,2154,14
1192,undirected,2902,2
1192,undirected,2915,8
1192,undirected,3463,1
1192,undirected,3718,1
1192,undirected,4046,1
1192,undirected,4130,1
1192,undirected,4866,1
1192,undirected,5039,4
1192,undirected,5420,3
1193,undirected,4938,2
1194,undirected,2876,1
1195,undirected,5226,1
1196,undirected,4728,1
1197,undirected,1199,1
1197,undirected,1200,1
1197,undirected,1416,1
1197,undirected,2094,1
1197,undirected,3304,1
1197,undirected,3438,1
1197,undirected,4315,1
1197,undirected,4370,1
1197,undirected,4449,1
1197,undirected,4962,1
1197,undirected,5429,1
1198,undirected,2845,1
1198,undirected,2922,1
1198,undirected,3195,1
1198,undirected,5082,1
1198,undirected,5093,1
1199,undirected,1200,2
1199,undirected,1416,2
1199,undirected,2208,2
1199,undirected,2553,2
1199,undirected,3304,1
1199,undirected,4421,2
1199,undirected,4449,2
1199,undirected,4962,2
1199,undirected,5429,4
1199,undirected,5488,3
1200,undirected,1416,2
1200,undirected,1712,1
1200,undirected,4449,2
1200,undirected,4962,2
1200,undirected,5429,2
1201,undirected,1461,1
1201,undirected,4657,2
1202,undirected,2393,2
1203,undirected,2417,1
1203,undirected,4618,1
1204,undirected,5185,1
1205,undirected,1304,1
1205,undirected,2405,1
1205,undirected,2793,1
1205,undirected,2802,1
1205,undirected,3569,1
1205,undirected,3942,1
1205,undirected,4303,1
1205,undirected,4874,1
1206,undirected,2968,1
1207,undirected,1663,1
1207,undirected,1672,1
1207,undirected,2186,1
1207,undirected,2739,1
1207,undirected,3731,1
1207,undirected,5154,1
1207,undirected,5554,3
1208,undirected,2111,1
1208,undirected,4931,1
1209,undirected,1455,2
1209,undirected,1917,4
1209,undirected,2184,1
1209,undirected,2535,1
1209,undirected,2732,1
1209,undirected,3428,1
1209,undirected,3593,1
1209,undirected,3961,1
1209,undirected,4165,1
1209,undirected,4218,2
1209,undirected,4999,1
1209,undirected,5293,1
1209,undirected,5396,1
1210,undirected,2391,1
1210,undirected,3074,1
1210,undirected,3368,1
1212,undirected,4080,1
1213,undirected,1833,1
1214,undirected,1896,1
1214,undirected,4002,1
1215,undirected,1623,1
1215,undirected,1874,1
1215,undirected,4424,1
1216,undirected,1274,1
1216,undirected,2518,2
1216,undirected,3835,1
1217,undirected,1350,1
1217,undirected,1582,1
1217,undirected,2256,1
1217,undirected,2736,1
1217,undirected,3207,1
1217,undirected,3476,1
