source,type,target,weight
1738,undirected,3779,1
1738,undirected,3831,1
1738,undirected,4012,1
1739,undirected,2927,1
1739,undirected,3245,1
1739,undirected,3246,1
1739,undirected,4186,1
1739,undirected,4889,1
1739,undirected,5087,1
1739,undirected,5272,1
1740,undirected,3049,1
1740,undirected,3950,1
1740,undirected,4845,1
1740,undirected,5238,1
1741,undirected,2888,1
1741,undirected,3081,1
1741,undirected,3548,3
1741,undirected,3708,2
1741,undirected,4080,1
1741,undirected,4353,1
1741,undirected,5137,1
1742,undirected,2652,1
1742,undirected,2763,2
1742,undirected,2927,1
1742,undirected,3245,1
1742,undirected,3246,1
1742,undirected,3617,2
1742,undirected,3828,1
1742,undirected,4186,1
1742,undirected,4642,1
1742,undirected,4733,1
1742,undirected,4734,1
1742,undirected,4889,1
1742,undirected,4920,2
1742,undirected,5159,2
1743,undirected,2900,1
1744,undirected,2232,1
1744,undirected,2449,1
1744,undirected,2611,1
1744,undirected,4169,1
1745,undirected,1980,6
1745,undirected,2008,1
1745,undirected,2851,1
1745,undirected,3047,1
1745,undirected,3646,3
1745,undirected,3975,6
1745,undirected,4087,2
1745,undirected,4412,1
1745,undirected,4538,1
1745,undirected,4600,2
1745,undirected,4604,1
1745,undirected,4658,1
1745,undirected,4792,1
1745,undirected,4904,1
1745,undirected,5193,1
1746,undirected,2942,1
1746,undirected,5078,1
1747,undirected,1748,3
1748,undirected,1749,1
1750,undirected,2878,1
1750,undirected,3134,2
1750,undirected,3500,4
1750,undirected,3658,1
1750,undirected,4516,1
1750,undirected,4824,1
1750,undirected,5102,1
1750,undirected,5139,2
1751,undirected,2327,1
1751,undirected,3243,1
1752,undirected,1753,1
1752,undirected,2097,1
1752,undirected,2103,1
1752,undirected,2327,2
1752,undirected,3243,1
1753,undirected,2327,1
1753,undirected,3243,1
1754,undirected,4866,1
1754,undirected,5238,1
1755,undirected,2892,1
1756,undirected,1845,1
1756,undirected,1917,5
1756,undirected,2017,1
1756,undirected,2153,1
1756,undirected,2154,1
1756,undirected,2306,1
1756,undirected,2340,1
1756,undirected,2342,5
1756,undirected,2709,1
1756,undirected,2830,1
1756,undirected,2915,1
1756,undirected,3604,1
1756,undirected,3718,1
1756,undirected,4201,1
1756,undirected,4206,1
1756,undirected,4207,1
1756,undirected,4739,1
1756,undirected,4869,3
1756,undirected,5283,1
1756,undirected,5380,2
1758,undirected,2974,1
1758,undirected,3208,1
1760,undirected,1837,1
1760,undirected,2369,2
1760,undirected,3034,1
1760,undirected,4153,2
1760,undirected,4474,1
1760,undirected,5022,1
1760,undirected,5238,6
1760,undirected,5240,1
1763,undirected,1924,1
1763,undirected,2579,1
1763,undirected,2850,1
1763,undirected,3894,1
1763,undirected,4200,1
1764,undirected,2816,1
1764,undirected,3959,1
1764,undirected,5164,1
1765,undirected,1780,6
1765,undirected,2518,2
1765,undirected,3400,1
1765,undirected,3518,1
1765,undirected,3642,1
1765,undirected,3856,3
1765,undirected,4415,4
1765,undirected,4674,1
1765,undirected,4956,1
1765,undirected,5052,6
1765,undirected,5488,2
1765,undirected,5510,1
1766,undirected,1845,1
1766,undirected,3171,1
1766,undirected,5501,1
1767,undirected,2681,1
1767,undirected,3223,1
1767,undirected,3406,1
1767,undirected,4219,1
1768,undirected,1870,1
1768,undirected,2435,1
1768,undirected,2544,1
1768,undirected,5088,1
1769,undirected,2006,3
1769,undirected,2739,1
1769,undirected,3697,1
1769,undirected,4717,1
1770,undirected,2365,1
1770,undirected,3279,1
1770,undirected,3890,1
1772,undirected,3860,1
1773,undirected,2936,1
1775,undirected,2227,1
1775,undirected,2540,3
1775,undirected,2625,4
1775,undirected,3119,2
1775,undirected,3837,2
1775,undirected,3995,1
1775,undirected,5032,2
1776,undirected,1846,1
1776,undirected,2479,1
1776,undirected,2943,1
1776,undirected,4596,1
1777,undirected,3046,1
1777,undirected,3799,1
1778,undirected,1902,2
1778,undirected,2361,1
1778,undirected,2424,2
1778,undirected,2812,1
1779,undirected,3082,1
1779,undirected,5018,1
1780,undirected,3856,1
1780,undirected,4415,3
1780,undirected,4674,1
1780,undirected,4956,1
1780,undirected,5052,6
1781,undirected,2747,1
1781,undirected,4012,1
1781,undirected,4254,2
1782,undirected,4184,1
1783,undirected,2906,2
1783,undirected,4938,2
1784,undirected,1827,1
1784,undirected,2931,2
1784,undirected,3273,1
1784,undirected,3516,1
1784,undirected,3986,2
1784,undirected,5381,1
1785,undirected,5431,1
1786,undirected,2547,1
1786,undirected,4009,1
1786,undirected,4788,1
1786,undirected,5484,1
1787,undirected,3192,1
1787,undirected,3279,1
1787,undirected,3511,1
1787,undirected,3953,1
1787,undirected,4132,1
1787,undirected,4249,1
1787,undirected,4485,1
1787,undirected,4906,1
1788,undirected,2633,1
1788,undirected,2739,6
1788,undirected,4314,2
1788,undirected,5437,1
1789,undirected,2294,1
1789,undirected,4497,1
1790,undirected,2391,1
1791,undirected,4597,1
1792,undirected,2159,1
1793,undirected,2588,1
1793,undirected,2589,1
1793,undirected,5165,1
1795,undirected,3002,1
1795,undirected,4142,1
1796,undirected,4383,1
1796,undirected,4921,1
1796,undirected,5325,1
1797,undirected,2625,2
1797,undirected,2649,1
1797,undirected,5032,1
1798,undirected,2424,2
1799,undirected,3708,1
1799,undirected,4634,1
1799,undirected,4816,1
1800,undirected,4402,1
1803,undirected,2968,1
1804,undirected,2871,1
1804,undirected,4799,1
1805,undirected,1955,1
1805,undirected,2098,1
1805,undirected,2223,2
1805,undirected,2264,2
1805,undirected,2477,2
1805,undirected,2606,1
1805,undirected,3294,1
1805,undirected,3296,1
1805,undirected,3451,2
1805,undirected,3453,1
1805,undirected,3585,2
1805,undirected,3715,2
1805,undirected,4820,3
1805,undirected,5321,3
1806,undirected,1900,1
1806,undirected,2193,1
1806,undirected,2333,2
1806,undirected,2415,3
1806,undirected,2867,1
1806,undirected,3233,1
1806,undirected,3271,1
1806,undirected,3469,1
1806,undirected,3478,2
1806,undirected,3836,1
1806,undirected,3894,3
1806,undirected,4267,1
1806,undirected,4352,1
1806,undirected,5205,1
1806,undirected,5304,1
1806,undirected,5550,1
1807,undirected,2413,1
1807,undirected,2633,3
1807,undirected,2739,1
1807,undirected,3697,1
1807,undirected,4314,1
1807,undirected,4413,3
1809,undirected,1845,1
1810,undirected,3446,2
1811,undirected,1812,2
1811,undirected,2404,2
1811,undirected,3221,1
1811,undirected,4746,2
1812,undirected,2404,2
1812,undirected,3221,1
1812,undirected,4746,2
1813,undirected,1963,1
1813,undirected,2472,1
1813,undirected,3347,1
1813,undirected,4036,1
1814,undirected,2670,1
1814,undirected,2793,1
1814,undirected,3372,1
1814,undirected,3378,1
1814,undirected,3944,1
1814,undirected,4303,1
1815,undirected,1880,1
1815,undirected,1980,1
1815,undirected,2080,1
1815,undirected,2392,1
1815,undirected,3146,1
1815,undirected,3975,1
1815,undirected,4564,1
1815,undirected,4569,1
1816,undirected,2656,1
1816,undirected,2842,1
1816,undirected,3619,1
1816,undirected,3651,1
1816,undirected,3974,2
1816,undirected,4233,2
1816,undirected,4264,1
1816,undirected,4383,1
1816,undirected,4452,1
1816,undirected,4592,1
1816,undirected,4783,1
1816,undirected,4893,1
1816,undirected,4894,1
1816,undirected,5232,1
1816,undirected,5431,1
1817,undirected,4142,2
1817,undirected,4628,1
1818,undirected,2836,3
1818,undirected,4480,1
1818,undirected,4648,1
1818,undirected,5095,4
1818,undirected,5522,1
1819,undirected,1849,1
1820,undirected,1938,1
1820,undirected,3652,1
1820,undirected,4337,1
1820,undirected,4401,1
1820,undirected,4943,1
1821,undirected,1938,1
1821,undirected,2013,2
1821,undirected,2281,1
1821,undirected,2444,1
1821,undirected,2598,2
1821,undirected,3123,1
1821,undirected,3303,2
1821,undirected,4464,1
1821,undirected,4827,1
1821,undirected,5064,2
1823,undirected,2191,1
1823,undirected,2667,1
1823,undirected,2836,7
1823,undirected,3668,2
1823,undirected,3735,4
1823,undirected,4106,4
1823,undirected,4423,1
1823,undirected,4455,2
1823,undirected,4480,9
1823,undirected,5095,8
1823,undirected,5433,11
1824,undirected,1832,3
1824,undirected,2628,1
1824,undirected,2702,1
1826,undirected,3208,1
1826,undirected,3498,1
1827,undirected,2931,1
1827,undirected,3273,1
1827,undirected,5381,1
1828,undirected,2155,1
1828,undirected,2634,1
1828,undirected,3475,1
1828,undirected,3607,3
1828,undirected,4176,1
1828,undirected,4409,1
1828,undirected,4735,1
1829,undirected,2540,1
1829,undirected,2974,1
1829,undirected,3726,1
1829,undirected,3931,1
1831,undirected,4238,1
1831,undirected,4910,1
1834,undirected,3860,1
1834,undirected,4938,1
1835,undirected,2910,1
1835,undirected,3699,2
1835,undirected,4944,2
1835,undirected,5432,2
1836,undirected,2194,1
1836,undirected,2806,1
1836,undirected,2807,1
1836,undirected,2808,1
1836,undirected,2958,1
1836,undirected,3417,2
1836,undirected,5052,3
1836,undirected,5507,3
1837,undirected,3034,1
1837,undirected,4153,1
1837,undirected,5238,1
1838,undirected,1917,1
1838,undirected,4691,1
1839,undirected,2852,1
1839,undirected,2913,1
1839,undirected,4529,1
1839,undirected,4627,1
1839,undirected,5431,1
1840,undirected,4328,1
1841,undirected,1842,1
1841,undirected,4574,1
1842,undirected,2830,1
1842,undirected,2902,1
1842,undirected,3451,1
1842,undirected,3592,1
1842,undirected,4574,2
1842,undirected,5393,1
1843,undirected,2578,1
1844,undirected,2312,2
1844,undirected,2567,1
1845,undirected,1876,1
1845,undirected,1915,3
1845,undirected,1917,4
1845,undirected,1918,1
1845,undirected,1939,1
1845,undirected,2047,1
1845,undirected,2120,1
1845,undirected,2175,2
1845,undirected,2207,1
1845,undirected,2391,1
1845,undirected,2408,1
1845,undirected,2513,1
1845,undirected,2518,2
1845,undirected,2568,1
1845,undirected,2596,1
1845,undirected,2609,2
1845,undirected,2650,1
1845,undirected,2709,1
1845,undirected,2750,1
1845,undirected,2799,1
1845,undirected,2818,1
1845,undirected,2836,4
1845,undirected,2837,1
1845,undirected,2876,1
1845,undirected,2884,1
1845,undirected,2915,1
1845,undirected,2920,1
1845,undirected,2936,2
1845,undirected,3171,1
1845,undirected,3314,1
1845,undirected,3323,1
1845,undirected,3502,1
1845,undirected,3644,1
1845,undirected,3745,1
1845,undirected,3783,1
1845,undirected,3821,1
1845,undirected,3957,2
1845,undirected,4001,1
1845,undirected,4075,1
1845,undirected,4076,1
1845,undirected,4080,1
1845,undirected,4197,1
1845,undirected,4393,3
1845,undirected,4411,1
1845,undirected,4421,1
1845,undirected,4574,4
1845,undirected,4581,1
1845,undirected,4597,1
1845,undirected,4693,1
1845,undirected,4799,1
1845,undirected,4815,1
1845,undirected,4836,1
1845,undirected,4893,1
1845,undirected,4931,1
1845,undirected,4978,1
1845,undirected,4988,3
1845,undirected,5012,1
1845,undirected,5052,1
1845,undirected,5111,2
1845,undirected,5117,1
1845,undirected,5156,1
1845,undirected,5200,1
1845,undirected,5242,1
1845,undirected,5243,1
1845,undirected,5275,1
1845,undirected,5306,2
1845,undirected,5431,6
1845,undirected,5501,1
1846,undirected,1854,2
1846,undirected,2055,1
1846,undirected,2479,1
1846,undirected,2638,3
1846,undirected,2817,5
1846,undirected,2943,1
1846,undirected,3108,3
1846,undirected,3134,1
1846,undirected,3216,1
1846,undirected,3625,4
1846,undirected,3853,1
1846,undirected,3903,1
1846,undirected,4270,1
1846,undirected,4454,4
1846,undirected,4489,2
1846,undirected,4491,4
1846,undirected,4596,1
1846,undirected,4623,6
1846,undirected,4720,5
1846,undirected,4746,2
1846,undirected,5102,1
1846,undirected,5139,1
1848,undirected,2316,1
1848,undirected,2593,1
1848,undirected,2721,2
1848,undirected,2915,2
1848,undirected,2965,2
1848,undirected,3726,3
1848,undirected,3756,2
1848,undirected,3931,3
1848,undirected,4772,3
1849,undirected,4106,1
1849,undirected,4429,1
1849,undirected,5095,2
1850,undirected,2518,4
1850,undirected,2627,1
1850,undirected,3015,1
1850,undirected,3856,1
1850,undirected,4380,2
1850,undirected,4883,1
1850,undirected,4991,1
1850,undirected,5124,1
1851,undirected,3822,2
1852,undirected,1939,2
1852,undirected,2207,1
1852,undirected,3279,2
1852,undirected,4498,1
1852,undirected,5320,1
1853,undirected,2240,1
1853,undirected,2307,1
1853,undirected,2410,1
1853,undirected,2674,1
1853,undirected,2888,1
1853,undirected,3013,1
1853,undirected,3703,1
1853,undirected,3708,13
1853,undirected,3746,1
1853,undirected,4095,2
1853,undirected,4382,1
1853,undirected,4409,3
1853,undirected,4582,1
1853,undirected,4627,1
1853,undirected,4713,1
1853,undirected,4816,1
1853,undirected,4819,2
1853,undirected,4880,2
1853,undirected,5142,1
1853,undirected,5188,1
1853,undirected,5439,1
1854,undirected,2817,1
1854,undirected,3625,2
1854,undirected,4489,2
1854,undirected,4623,2
1854,undirected,4720,2
1855,undirected,2628,2
1855,undirected,3474,2
1855,undirected,3864,2
1855,undirected,4765,1
1855,undirected,5310,1
1855,undirected,5502,2
1856,undirected,2178,2
1856,undirected,2402,1
1856,undirected,2825,1
1856,undirected,3041,1
1856,undirected,3050,1
1856,undirected,3438,1
1856,undirected,3668,1
1856,undirected,3693,1
1856,undirected,3694,1
1856,undirected,4121,1
1856,undirected,4994,1
1856,undirected,5034,4
1857,undirected,3435,1
1857,undirected,4091,1
1857,undirected,4145,1
1857,undirected,4931,2
1857,undirected,5431,1
1858,undirected,3175,1
1859,undirected,2285,1
1859,undirected,3134,1
1859,undirected,4824,1
1860,undirected,3299,1
1860,undirected,5243,1
1861,undirected,3707,1
1861,undirected,3708,1
1862,undirected,1872,1
1862,undirected,1938,3
1862,undirected,1939,8
1862,undirected,1960,1
1862,undirected,1968,1
1862,undirected,2083,1
1862,undirected,2171,1
1862,undirected,2207,8
1862,undirected,2232,1
1862,undirected,2380,1
1862,undirected,2418,1
1862,undirected,2444,1
1862,undirected,2449,1
1862,undirected,2518,1
1862,undirected,2693,4
1862,undirected,2818,1
1862,undirected,2888,1
1862,undirected,2992,3
1862,undirected,3004,3
1862,undirected,3104,4
1862,undirected,3471,1
1862,undirected,3783,1
1862,undirected,3813,1
1862,undirected,3863,1
1862,undirected,3938,1
1862,undirected,4012,2
1862,undirected,4069,1
1862,undirected,4078,1
1862,undirected,4106,1
1862,undirected,4135,7
1862,undirected,4145,1
1862,undirected,4169,1
1862,undirected,4230,2
1862,undirected,4498,2
1862,undirected,4949,2
1862,undirected,5076,1
1862,undirected,5109,1
1862,undirected,5268,1
1862,undirected,5431,2
1863,undirected,4601,1
1864,undirected,3303,1
1864,undirected,3698,1
1864,undirected,4116,1
1866,undirected,2518,1
1867,undirected,4050,1
1867,undirected,4695,3
1867,undirected,4722,1
1867,undirected,4990,2
1868,undirected,2154,2
1868,undirected,2317,2
1868,undirected,3942,4
1868,undirected,4469,1
1869,undirected,1980,1
1869,undirected,2406,1
1869,undirected,3627,1
1869,undirected,3975,1
1869,undirected,4626,1
1870,undirected,2435,1
1870,undirected,2544,1
1870,undirected,4006,1
1870,undirected,5088,3
1870,undirected,5248,1
1871,undirected,3041,1
1872,undirected,2171,1
1872,undirected,4078,1
1873,undirected,2391,15
1873,undirected,2676,1
1873,undirected,2738,1
1873,undirected,2936,8
1873,undirected,3247,5
1873,undirected,3248,1
1873,undirected,4911,2
1873,undirected,5555,1
1874,undirected,2228,1
1874,undirected,2856,1
1874,undirected,2883,1
1874,undirected,3078,1
1874,undirected,3154,1
1874,undirected,3530,1
1874,undirected,3591,1
1874,undirected,4123,1
1874,undirected,4181,1
1874,undirected,4397,1
1874,undirected,4424,7
1874,undirected,4712,1
1874,undirected,4833,2
1874,undirected,5280,1
1875,undirected,3914,1
1875,undirected,5298,1
1876,undirected,2153,6
1876,undirected,2154,17
1876,undirected,2401,1
1876,undirected,2689,1
1876,undirected,2776,2
1876,undirected,2830,1
1876,undirected,2841,1
1876,undirected,2902,1
1876,undirected,2915,1
1876,undirected,3003,1
1876,undirected,3012,1
1876,undirected,3138,1
1876,undirected,3301,1
1876,undirected,3568,1
1876,undirected,3794,1
1876,undirected,4038,1
1876,undirected,4390,11
1876,undirected,4470,1
1876,undirected,4574,1
1876,undirected,4594,1
1876,undirected,4663,2
1876,undirected,4667,1
1876,undirected,4694,1
1876,undirected,4750,2
1876,undirected,4866,2
1876,undirected,4902,1
1876,undirected,4930,14
1876,undirected,4966,4
1876,undirected,5156,6
1876,undirected,5215,1
1876,undirected,5238,5
1877,undirected,2497,1
1877,undirected,3323,1
1877,undirected,4745,1
1878,undirected,2099,1
1878,undirected,3320,1
1878,undirected,3828,1
1878,undirected,4914,1
1878,undirected,5256,1
1880,undirected,1980,1
1880,undirected,2080,1
1880,undirected,2392,1
1880,undirected,3146,1
1880,undirected,3975,1
1880,undirected,4564,1
1880,undirected,4569,1
1882,undirected,4709,1
1883,undirected,2148,5
1883,undirected,2190,2
1883,undirected,2724,1
1883,undirected,3249,10
1884,undirected,5279,2
1885,undirected,2836,1
1886,undirected,3303,1
1886,undirected,4116,1
1887,undirected,3349,1
1887,undirected,3766,1
1889,undirected,3654,1
1890,undirected,2507,1
1890,undirected,4557,1
1891,undirected,1992,1
1891,undirected,3926,6
1891,undirected,5078,1
1892,undirected,2146,1
1892,undirected,2154,1
1892,undirected,3794,1
1892,undirected,4020,1
1892,undirected,4303,2
1892,undirected,4930,2
1893,undirected,2669,2
1893,undirected,2793,1
1893,undirected,3944,1
1893,undirected,4303,2
1893,undirected,4369,1
1894,undirected,3175,1
1896,undirected,2559,1
1896,undirected,4002,1
1896,undirected,4232,2
1897,undirected,4536,1
1898,undirected,2561,1
1898,undirected,4968,1
1898,undirected,5250,1
1898,undirected,5483,1
1899,undirected,2001,1
1899,undirected,2020,1
1899,undirected,2254,1
1899,undirected,2356,1
1899,undirected,2580,1
1899,undirected,3011,1
1899,undirected,3163,1
1899,undirected,3434,1
1899,undirected,3440,1
1899,undirected,3456,1
1899,undirected,3608,1
1899,undirected,3785,1
1899,undirected,4778,1
1899,undirected,4890,1
1899,undirected,5101,1
1899,undirected,5312,1
1899,undirected,5330,1
1899,undirected,5389,1
1900,undirected,2193,1
1900,undirected,2333,1
1900,undirected,2415,1
1900,undirected,3233,1
1900,undirected,3271,1
1900,undirected,3469,1
1900,undirected,3836,1
1900,undirected,3894,1
1900,undirected,4267,1
1900,undirected,4352,1
1900,undirected,5304,1
1900,undirected,5550,1
1901,undirected,2112,3
1901,undirected,2198,4
1901,undirected,2211,1
1901,undirected,2364,1
1901,undirected,2527,1
1901,undirected,2692,2
1901,undirected,2817,1
1901,undirected,2938,1
1901,undirected,3234,1
1901,undirected,3249,1
1901,undirected,3494,2
1901,undirected,3625,4
1901,undirected,3989,1
1901,undirected,4386,4
1901,undirected,4555,4
1901,undirected,5014,1
1901,undirected,5138,2
1901,undirected,5168,1
1901,undirected,5545,4
1902,undirected,2361,2
1902,undirected,2424,5
1902,undirected,2812,1
1902,undirected,4247,1
1904,undirected,3553,1
1904,undirected,4038,1
1905,undirected,4018,2
1905,undirected,4125,1
1906,undirected,2067,2
1906,undirected,2125,5
1906,undirected,2137,2
1906,undirected,2141,1
1906,undirected,2842,12
1906,undirected,2955,4
1906,undirected,3290,1
1906,undirected,4227,1
1906,undirected,4659,3
1906,undirected,4931,1
1906,undirected,5084,1
1906,undirected,5398,2
1906,undirected,5423,1
1906,undirected,5431,12
1907,undirected,2137,1
1907,undirected,2842,1
1907,undirected,2955,1
1907,undirected,4659,1
1907,undirected,5431,1
1909,undirected,2780,1
1909,undirected,4074,1
1910,undirected,3343,1
1911,undirected,3423,1
1911,undirected,3708,2
1912,undirected,4077,1
1912,undirected,4586,1
1913,undirected,3931,1
1914,undirected,1917,5
1914,undirected,1939,1
1914,undirected,2031,2
1914,undirected,2436,1
1914,undirected,2777,8
1914,undirected,2854,6
1914,undirected,3124,2
1914,undirected,3343,2
1914,undirected,3390,14
1914,undirected,3780,1
1914,undirected,3939,1
1914,undirected,4012,1
1914,undirected,4254,3
1914,undirected,4586,4
1914,undirected,4599,5
1914,undirected,4691,3
1914,undirected,5039,1
1915,undirected,1938,1
1915,undirected,2088,1
1915,undirected,2870,1
1915,undirected,2980,1
1915,undirected,3888,1
1915,undirected,4145,1
1915,undirected,4205,1
1915,undirected,4802,2
1915,undirected,4931,1
1915,undirected,5195,1
1915,undirected,5431,2
1915,undirected,5549,1
1917,undirected,1938,1
1917,undirected,1939,8
1917,undirected,2112,1
1917,undirected,2153,1
1917,undirected,2154,1
1917,undirected,2175,1
1917,undirected,2184,2
1917,undirected,2207,2
1917,undirected,2312,3
1917,undirected,2342,2
1917,undirected,2535,1
1917,undirected,2567,1
1917,undirected,2596,1
1917,undirected,2693,1
1917,undirected,2729,1
1917,undirected,2777,13
1917,undirected,2836,1
1917,undirected,2840,1
1917,undirected,2854,11
1917,undirected,3158,1
1917,undirected,3181,3
1917,undirected,3244,1
1917,undirected,3304,3
1917,undirected,3315,1
1917,undirected,3390,3
1917,undirected,3604,3
1917,undirected,3770,3
1917,undirected,3779,4
1917,undirected,3828,1
1917,undirected,3831,4
1917,undirected,3939,4
1917,undirected,3955,3
1917,undirected,3961,1
1917,undirected,4012,3
1917,undirected,4035,1
1917,undirected,4204,6
1917,undirected,4217,2
1917,undirected,4218,2
1917,undirected,4254,1
1917,undirected,4296,1
1917,undirected,4310,3
1917,undirected,4332,1
1917,undirected,4380,2
1917,undirected,4395,1
1917,undirected,4449,1
1917,undirected,4555,1
1917,undirected,4586,1
1917,undirected,4599,1
1917,undirected,4636,2
1917,undirected,4691,5
1917,undirected,4692,2
1917,undirected,4810,3
1917,undirected,4869,3
1917,undirected,4882,2
1917,undirected,4917,6
1917,undirected,4925,1
1917,undirected,5013,2
1917,undirected,5039,2
1917,undirected,5218,1
1917,undirected,5245,1
1917,undirected,5293,1
1917,undirected,5320,2
1917,undirected,5380,6
1917,undirected,5396,1
1917,undirected,5436,2
1917,undirected,5488,1
1917,undirected,5545,1
1919,undirected,5133,1
1920,undirected,2112,1
1920,undirected,2692,1
1920,undirected,3017,1
1920,undirected,3282,1
1920,undirected,3625,1
1920,undirected,4555,1
1920,undirected,5014,1
1920,undirected,5545,1
1921,undirected,2217,1
1921,undirected,2790,1
1921,undirected,3077,1
1921,undirected,3316,1
1921,undirected,3490,1
1921,undirected,4285,1
1921,undirected,4362,1
1921,undirected,5446,1
1922,undirected,2587,1
1922,undirected,3418,1
1923,undirected,5133,1
1924,undirected,2579,1
1924,undirected,2850,1
1924,undirected,3894,1
1924,undirected,4200,1
1925,undirected,3974,2
1925,undirected,4233,1
1925,undirected,5431,2
1926,undirected,3353,1
1926,undirected,3385,1
1926,undirected,5362,1
1926,undirected,5431,1
1927,undirected,2153,1
1927,undirected,2154,2
1927,undirected,2316,2
1927,undirected,2915,3
1927,undirected,3931,2
1927,undirected,4650,1
1927,undirected,5233,1
1927,undirected,5260,1
1927,undirected,5420,1
1928,undirected,2203,1
1928,undirected,2789,1
1929,undirected,2170,3
1929,undirected,2185,2
1929,undirected,2186,2
1929,undirected,2197,3
1929,undirected,2311,6
1929,undirected,2566,1
1929,undirected,3695,5
1929,undirected,3731,10
1929,undirected,4311,2
1929,undirected,4644,3
1929,undirected,4678,3
1929,undirected,5055,17
1929,undirected,5154,10
1929,undirected,5554,1
1931,undirected,3289,1
1931,undirected,3329,1
1931,undirected,4256,1
1931,undirected,4282,1
1931,undirected,4750,1
1934,undirected,3057,1
1934,undirected,3811,3
1934,undirected,4110,2
1934,undirected,4501,1
1934,undirected,4541,1
1934,undirected,5231,1
1934,undirected,5540,1
1935,undirected,3348,1
1936,undirected,2509,2
1936,undirected,3042,2
1936,undirected,3894,2
1936,undirected,3941,2
1937,undirected,1938,1
1937,undirected,4230,1
1937,undirected,4943,1
1937,undirected,5158,1
1937,undirected,5232,1
1937,undirected,5431,1
1938,undirected,1939,6
1938,undirected,1947,3
1938,undirected,1957,1
1938,undirected,1968,6
1938,undirected,1976,2
1938,undirected,2044,1
1938,undirected,2064,1
1938,undirected,2083,4
1938,undirected,2096,2
1938,undirected,2128,1
1938,undirected,2151,4
1938,undirected,2207,2
1938,undirected,2275,2
1938,undirected,2290,1
1938,undirected,2314,2
1938,undirected,2350,4
1938,undirected,2421,1
1938,undirected,2437,1
1938,undirected,2444,5
1938,undirected,2574,3
1938,undirected,2603,1
1938,undirected,2617,5
1938,undirected,2631,1
1938,undirected,2672,1
1938,undirected,2791,2
1938,undirected,2833,1
1938,undirected,2842,2
1938,undirected,2923,4
1938,undirected,2968,1
1938,undirected,3080,1
1938,undirected,3168,1
1938,undirected,3209,4
1938,undirected,3241,2
1938,undirected,3259,1
1938,undirected,3301,1
1938,undirected,3416,4
1938,undirected,3465,1
1938,undirected,3503,1
1938,undirected,3508,2
1938,undirected,3532,1
1938,undirected,3538,2
1938,undirected,3562,1
1938,undirected,3621,2
1938,undirected,3651,3
1938,undirected,3652,3
1938,undirected,3709,1
1938,undirected,3720,3
1938,undirected,3783,2
1938,undirected,3813,2
1938,undirected,3844,5
1938,undirected,3849,1
1938,undirected,3863,1
1938,undirected,3905,1
1938,undirected,3938,1
1938,undirected,4019,2
1938,undirected,4069,1
1938,undirected,4230,9
1938,undirected,4332,3
1938,undirected,4337,1
1938,undirected,4348,2
1938,undirected,4364,2
1938,undirected,4395,1
1938,undirected,4401,2
1938,undirected,4452,3
1938,undirected,4493,1
1938,undirected,4495,1
1938,undirected,4508,1
1938,undirected,4554,3
1938,undirected,4555,3
1938,undirected,4659,1
1938,undirected,4799,1
1938,undirected,4812,1
1938,undirected,4827,1
1938,undirected,4846,2
1938,undirected,4888,1
1938,undirected,4893,3
1938,undirected,4921,1
1938,undirected,4925,6
1938,undirected,4931,4
1938,undirected,4938,1
1938,undirected,4943,10
1938,undirected,4965,1
1938,undirected,4974,2
1938,undirected,4977,1
1938,undirected,4994,1
1938,undirected,5147,1
1938,undirected,5158,2
1938,undirected,5175,1
1938,undirected,5192,2
1938,undirected,5232,3
1938,undirected,5252,1
1938,undirected,5254,1
1938,undirected,5268,4
1938,undirected,5273,1
1938,undirected,5276,1
1938,undirected,5278,1
1938,undirected,5331,1
1938,undirected,5333,1
1938,undirected,5379,1
1938,undirected,5431,40
1938,undirected,5449,2
1939,undirected,1968,1
1939,undirected,2083,1
1939,undirected,2096,1
1939,undirected,2175,1
1939,undirected,2207,6
1939,undirected,2418,4
1939,undirected,2444,1
1939,undirected,2459,2
1939,undirected,2485,1
1939,undirected,2596,1
1939,undirected,2818,2
1939,undirected,2836,1
1939,undirected,2923,1
1939,undirected,3004,8
1939,undirected,3279,3
1939,undirected,3301,1
1939,undirected,3390,1
1939,undirected,3720,1
1939,undirected,3783,1
1939,undirected,3813,1
1939,undirected,3825,3
1939,undirected,3863,1
1939,undirected,3931,4
1939,undirected,3938,1
1939,undirected,4008,2
1939,undirected,4069,1
1939,undirected,4114,1
1939,undirected,4230,3
1939,undirected,4283,3
1939,undirected,4395,1
1939,undirected,4498,9
1939,undirected,4508,1
1939,undirected,4525,1
1939,undirected,4730,4
1939,undirected,4811,7
1939,undirected,4852,4
1939,undirected,4882,5
1939,undirected,4922,1
1939,undirected,4925,1
1939,undirected,4949,4
1939,undirected,4974,2
1939,undirected,5203,1
1939,undirected,5268,2
1939,undirected,5320,3
1939,undirected,5412,1
1939,undirected,5431,4
1940,undirected,2890,2
1940,undirected,3020,2
1940,undirected,3304,2
1940,undirected,4421,1
1940,undirected,4608,2
1940,undirected,5034,2
1940,undirected,5488,1
1941,undirected,2793,2
1941,undirected,4303,2
1941,undirected,4369,2
1942,undirected,2177,1
1942,undirected,3933,1
1942,undirected,4953,7
1942,undirected,5174,1
1943,undirected,1951,1
1943,undirected,2321,1
1943,undirected,3451,2
1943,undirected,3568,1
1943,undirected,3749,1
