,docs_id,doc_code,pub_year,doi,pages,publication,journal_name,volume_in_pages,dbases_count,Scopus,SCIE,ICONDA,IndexCopernicus,INSPEC,Academic_Search_Complete,DOAJ,SSCI,VINITI,Business_Source_Complete,other_dbases,res_fields_1,res_fields_2,res_fields_3,final_index
1786,3983830,S1,2012,0,253-270,", &  . Numerical approximation of one model of bacterial self-organization.",Nonlinear analysis: modelling and control,17,7,1,1,0,1,1,0,0,0,0,0,3,N 001,T 007,,1074.0
1787,3983840,S1,2012,0,37-62,", , &  . Ranking redevelopment decisions of derelict buildings and analysis of ranking results.",Economic computation and economic cybernetics studies and research (ECECSR),25,4,0,1,0,0,0,0,0,1,0,0,2,T 002,T 004,T 010,137.0
1788,3983962,S1,2012,1,119-122,", , &  . The structure and properties of 5 % Cr-0.5 % Mo steel welded joints after natural ageing and post-weld heat treatment.",Materials science,3,3,0,1,0,0,1,0,0,0,1,0,0,T 008,T 009,,23.0
1789,3983982,S1,2012,1,112-119,", , , &  . Optimization of bridge trusses height and bars cross-sections.",The Baltic journal of road and bridge engineering,7,6,1,1,0,0,1,0,0,0,0,0,3,T 002,T 009,,74.0
1790,3984038,S1,2012,1,129-136,", , , &  . Safety ranking of the Lithuanian road network of national significance.",The Baltic journal of road and bridge engineering,7,6,1,1,0,0,1,0,0,0,0,0,3,T 002,,,74.0
1791,3984136,S1,2012,1,145-153,", , &  . Prioritizing constructing projects of municipalities based on AHP and COPRAS-G: a case study about footbridges in Iran.",The Baltic journal of road and bridge engineering,8,6,1,1,0,0,1,0,0,0,0,0,3,T 002,T 007,,74.0
1792,3984151,S1,2012,1,154-159,", , , , &  . Optimal selection of soils and aggregates mixtures for a frost blanket course of road pavement structure.",The Baltic journal of road and bridge engineering,5,6,1,1,0,0,1,0,0,0,0,0,3,T 002,,,74.0
1793,3984178,S4,2012,1,91-98,Laukaitytė- . Metropolinių centrų priemiesčio kraštovaizdžio apsaugos ir planavimo klausimai.,Journal of architecture and urbanism,7,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1794,3984188,S4,2012,1,107-118, . Kompozicinės priemonės šiuolaikinėje minimalistinėje architektūroje.,Journal of architecture and urbanism,11,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1795,3984198,S4,2012,1,119-133, . Inovatyvus medienos taikymas šiuolaikinėje architektūroje.,Journal of architecture and urbanism,14,2,1,0,1,0,0,0,0,0,0,0,0,H 003,,,868.0
1796,3984223,S4,2012,1,134-148, . Bažnyčios įvaizdis šiuolaikinėje Lietuvos sakralinėje architektūroje.,Journal of architecture and urbanism,14,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1797,3984247,S4,2012,1,132-140,",   . Atliekų kiekio prognozavimo sistema- rodiklius veikiančių veiksnių Lietuvoje tyrimas.",Verslas: teorija ir praktika,8,3,1,0,1,0,0,0,0,0,0,0,1,S 004,S 003,,1298.0
1798,3984461,S4,2012,1,141-149,  . Išsivysčiusių ir besivystančių kapitalo rinkų sąveika: Baltijos šalių ūkio sektorių indeksai pasauliniame kontekste.,Verslas: teorija ir praktika,8,3,1,0,1,0,0,0,0,0,0,0,1,S 004,,,1298.0
1799,3984473,S4,2012,1,150-159, . Įmonių susijusios diversifikacijos matavimas.,Verslas: teorija ir praktika,9,3,1,0,1,0,0,0,0,0,0,0,1,S 004,S 003,,1298.0
1800,3984483,S4,2012,1,160-166,  . Elektroninės prekybos muzikos įrašais modelis.,Verslas: teorija ir praktika,6,3,1,0,1,0,0,0,0,0,0,0,1,S 003,,,1298.0
1801,3984495,S4,2012,1,167-175, . Inovacijų komandos kūrybingumo veiksniai.,Verslas: teorija ir praktika,8,3,1,0,1,0,0,0,0,0,0,0,1,S 003,,,1298.0
1802,3984592,S4,2012,1,197-204,  . Organizacinių pokyčių vertinimas: informacinių technologijų diegimo atvejis.,Mokslas – Lietuvos ateitis,7,2,0,0,1,0,0,1,0,0,0,0,0,S 003,,,0.0
1803,3984604,S4,2012,1,205-215,  . Elektroninio verslo plėtros kaip tvaraus konkurencinio pranašumo modelis.,Mokslas – Lietuvos ateitis,10,3,0,0,1,0,0,0,0,0,0,0,2,S 003,,,0.0
1804,3984616,S4,2012,1,216-223, . Veiksmingumo matavimo sistemos paieškos e. verslo našumui įvertinti.,Mokslas – Lietuvos ateitis,7,3,0,0,1,0,0,0,0,0,0,0,2,S 004,,,0.0
1805,3984626,S4,2012,1,224-229, . Ekologizavimo procesai šiuolaikinės visuomenės gyvenime: globalizacijos iššūkiai.,Mokslas – Lietuvos ateitis,5,3,0,0,1,0,0,0,0,0,0,0,2,S 003,,,0.0
1806,3984636,S4,2012,1,230-239,  . Žmogiškųjų išteklių vadybos tobulinimas Europos integracijos iššūkių kontekste.,Mokslas – Lietuvos ateitis,9,2,0,0,1,0,0,0,0,0,0,0,1,S 003,,,0.0
1807,3985461,S4,2012,1,250-255,  . Vėjo energetikos projektų investicinio patrauklumo vertinimas.,Mokslas – Lietuvos ateitis,5,3,0,0,1,0,0,0,0,0,0,0,2,S 004,,,0.0
1808,3985473,S4,2012,1,256-261, . Interlinks of cultural and creative economies through creative products and services.,Mokslas – Lietuvos ateitis,5,3,0,0,1,0,0,0,0,0,0,0,2,S 004,,,0.0
1809,3985597,S4,2012,1,262-267,  . Inžinerinės veiklos tobulinimo įtaka pramonės įmonės ekonominiams rezultatams.,Mokslas – Lietuvos ateitis,5,3,0,0,1,0,0,0,0,0,0,0,2,S 004,,,0.0
1810,3985972,S4,2012,1,268-273,  . Geresnio gamybinių pajėgumų naudojimo priemonės.,Mokslas – Lietuvos ateitis,5,3,0,0,1,0,0,0,0,0,0,0,2,S 003,,,0.0
1811,3986073,S4,2012,1,274-277,  . Gamybinių fondų efektyvumo analizė respublikos kranų sektoriuje.,Mokslas – Lietuvos ateitis,3,3,0,0,1,0,0,0,0,0,0,0,2,T 009,S 003,,0.0
1812,3986096,S4,2012,1,278-287, . Gyvenamosios paskirties nekilnojamojo turto reklamos modelis Lietuvoje.,Mokslas – Lietuvos ateitis,9,3,0,0,1,0,0,0,0,0,0,0,2,S 003,,,0.0
1813,3986696,S1,2012,1,360-367,", , , &  . Evaluating the construction methods of cold-formed steel structures in reconstructing the areas damaged ing the methods AHP and COPRAS-G.",Archives of civil and mechanical engineering,7,1,0,1,0,0,0,0,0,0,0,0,0,T 002,,,58.0
1814,3986759,S1,2012,0,193-211,", , &  . Selecting the best multi-role artist of rock bands of Iran in 2000s by applying ANP and TOPSIS grey.",Economic computation and economic cybernetics studies and research,18,1,0,1,0,0,0,0,0,0,0,0,0,S 004,N 001,,137.0
1815,3987176,S6,2012,0,44-46, . Dažniausiai pasitaikančios fasadų apdailos klaidos.,Statyk!: praktinis būsto vadovas,2,0,0,0,0,0,0,0,0,0,0,0,0,T 002,T 008,,1217.0
1816,3987191,S1,2012,1,387-395,", , , , &  . Deriving stress-strain relationships for steel fibre concrete in tension from tests of beams with ordinary reinforcement.",Engineering structures,8,2,1,1,0,0,0,0,0,0,0,0,0,T 002,T 009,,167.0
1817,3987260,S4,2012,1,923-938,", , , &  . Improving efficiency of inverse constitutive analysis of reinforced concrete flexural members.",Scientific research and essays,15,6,0,0,0,0,0,0,1,0,0,0,5,T 002,T 009,,1185.0
1818,3987302,S1,2012,0,42-50, . Lietuvos estetikos savitumai: fenomenologinė ir postmodernistinė prieigos.,Filosofija. Sociologija,8,4,0,0,0,0,0,0,0,1,0,0,3,H 001,,,191.0
1819,3987345,S1,2012,1,1966-1983,", , &  . Ecology in urban planning: mitigating the environmental damage of municipal solid waste.",Sustainability,17,5,0,1,0,0,0,0,0,0,0,0,4,T 002,N 012,T 004,174.0
1820,3987654,S1,2012,0,58-60,", , , &  . Modeling of total electromagnetic field distribution in vicinity of BS concentration.",Przegląd elektrotechniczny,2,5,1,1,0,0,1,0,0,0,1,0,1,T 001,T 007,,404.0
1821,3987779,S1,2012,1,571-583,", , &  . Deflection analysis of reinforced concrete beams strengthened with carbon fibre reinforced polymer under long-term load action.",Journal of Zhejiang University-Science A,12,4,1,1,0,0,0,0,0,0,1,0,1,T 002,,,859.0
1822,3988318,S1,2012,1,519-529,", , , &  . Analysis of waterproofing defects and technology development for car parking roofs: Lithuanian case.",Journal of civil engineering and management,10,3,1,1,1,0,0,0,0,0,0,0,0,T 002,S 004,,258.0
1823,3988370,S1,2012,1,530-536,", , , &  . Effect of different pozzolana on hardening process and properties of hydraulic binder based on natural anhydrite.",Journal of civil engineering and management,6,3,1,1,1,0,0,0,0,0,0,0,0,T 008,T 002,,258.0
1824,3988425,S1,2012,1,537-545,", , , &  . Comparison study of spherical and multi-spherical particles under cyclic uniaxial compression.",Journal of civil engineering and management,8,6,1,1,1,0,1,1,0,0,0,0,1,T 002,T 009,T 006,258.0
1825,3988699,S1,2012,1,600-608,", , &  . Toxicity research of smouldering and flaming pine timber treated with fire retardant solutions.",Journal of civil engineering and management,8,3,1,1,1,0,0,0,0,0,0,0,0,T 002,,,258.0
1826,3988711,S1,2012,1,296-302,", , , , &  . Application of technogenic-raw material and burning out additive in composite ceramic system.",Materials science,6,4,0,1,0,0,1,0,0,0,1,0,1,T 008,T 002,,23.0
1827,3988727,S5,2012,0,117-125,", &  . Investigation of automobile active safety control systems efficiency and their impact on the driver's behaviour.",Journal of KONES. Powertrain and transport,8,0,0,0,0,0,0,0,0,0,0,0,0,T 003,,,263.0
1828,3989024,S4,2012,1,85-93, . International trade and e-commerce in the practice of enterprises activity.,European integration studies: research and topicalities,8,1,0,0,0,0,0,1,0,0,0,0,0,S 004,,,186.0
1829,3989131,S6,2012,0,4-9, . Rektoriaus inauguracijoje - kvietimai vienytis naujiems darbams.,Gedimino universitetas,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1830,3989139,S6,2012,0,36-37, . Aplinkosauginiai tyrimai – venimo kokybei.,Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,1040.0
1831,3989181,S6,2012,0,10-13," (aut., imant. inter.)  (aut., duod. inter.) . Noriu paprašyti universiteto narių atvirumo.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,S 008,S 007,,711.0
1832,3989207,S6,2012,0,14-19," (aut., imant. inter.)  (aut., duod. inter.) . VGTU mokslininko idėjos pretenduoja sukelti perversmą bevielio radijo ryšio srityje. Bevielis radijo ryšys: ar tyrėjai sukurs naują produktą: žurn. Aurelijos Staskevičienės pokalbis su doc. dr. Artūru Medeišiu.",Gedimino universitetas,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1833,3989391,S6,2012,0,24-24, (aut. rec.) . Trumpa indaplovės istorija.,Informacija ir biblioteka: teminis rinkinys,0,0,0,0,0,0,0,0,0,0,0,0,0,S 008,,,753.0
1834,3989420,S1,2012,1,284-289,", , , &  . Investigations of forming mixture parameters of autoclaved aerated concrete with nanoadditives.",Materials science,5,4,0,1,0,0,1,0,0,0,1,0,1,T 008,,,23.0
1835,3989769,S6,2012,0,20-21, . Grafinių sistemų katedroje kompiuterinio dizaino studijų populiarumas viršijo lūkesčius.,Gedimino universitetas,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1836,3989821,S6,2012,0,22-25," (aut., imant. inter.)  (aut., duod. inter.) . Profesorius Mindaugas Jurevičius: ""man ip eilėraštį kuriančiam poetui"": žurn. Daivos Norkienės pokalbis su prof. dr. Mindaugu Jurevičiumi.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1837,3989831,S6,2012,0,26-29," (aut., imant. inter.)  (aut., duod. inter.) . Fundamentinių mokslų pasaulyje - kontroversiškumas: žurn. Editos Jučiūtės pokalbis su prof. Rimantu Kačianausku.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1838,3989970,S6,2012,0,30-35," (aut., imant. inter.) ir  (aut., duod. inter.) . Puoselėjantis kraštovaizdžio grožį: žurn. Kristinos Buidovaitės pokalbis su prof. habil. dr. Konstantinu Jakovlevu-Mateckiu.",Gedimino universitetas,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1839,3989980,S6,2012,0,36-39," (aut., imant. inter.)  (aut., duod. inter.) . Doc. dr. Olegas Prentkovskis: ""žurnalo sėkmė priklauso d žurnalas būtų"": žurn. Kristinos Buidovaitės pokalbis su doc. dr. Olegu Prentkovskiu.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1840,3990001,S6,2012,0,40-45," (aut., imant. inter.)  (aut., duod. inter.) . Dr. Jolanta Tamošaitienė: ""Nepakanka vieną kartą parašyti disertaciją ar porą reikalaujamų straipsnių"": žurn. Editos Jučiūtės pokalbis su dr. Jolanta Tamošaitiene.",Gedimino universitetas,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1841,3990021,S6,2012,0,46-49," (aut., imant. inter.)  (aut., duod. inter.) . Pasirinkome universitetą ne tik galvodami apie karjerą: žurn. Aurelijos Staskevičienės pokalbis su Dioniu Martsinkevichu.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1842,3990048,S6,2012,0,58-65, . Į kaimyninę Lenkiją - parsivežti gerų idėjų ir patirties.,Gedimino universitetas,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1843,3990057,S6,2012,0,50-53," (aut., imant. inter.)  (aut., duod. inter.) . Majoras Marius Matulaitis: ""d kažkada žmonės ateis į šventę ir pamatys kovinius lėktuvus su lietuviška simbolika"": žurn. Editos Jučiūtės pokalbis su Mariumi Matulaičiu.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1844,3990066,S1,2012,0,265-278,", , , &  . An investigation of nonlinear tangential contact behaviour of a spherical particle under varying loading.",Bulletin of the Polish Academy of Sciences: Technical sciences,13,5,1,1,0,0,0,0,0,0,0,0,3,T 009,,,81.0
1845,3990155,S6,2012,0,54-57," (aut., imant. inter.),  (aut., imant. inter.),  (aut., duod. inter.),  (aut., duod. inter.),  (aut., duod. inter.)  (aut., duod. inter.) . ""Pasilikti negalima išvykti"". Dilemą sprendžiantys VGTU absolventai užsienyje nepamiršta ir savo šaknų: žurn. Editos Jučiūtės ir Aurelijos Staskevičienės pokalbiai rtynu Audroniu.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1846,3990171,S6,2012,0,66-67, . vizijos ir Jose Ortega Y Gassetas.,Gedimino universitetas,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1847,3990179,S6,2012,0,68-71," (aut., imant. inter.)  (aut., duod. inter.) . Politologas prof. Valdas Pruskus: ""kūrybiškumo rsle ir politikoje"": žurn. Aurelijos Staskevičienės pokalbis su prof. Valdu Prusku.",Gedimino universitetas,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1848,3990189,S6,2012,0,72-77, . Keturis dešimtmečius gyvuojanti  statybos inžinieriams.,Gedimino universitetas,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,711.0
1849,3990348,S4,2012,0,72-83,", ,   . Dyzelinio variklio ekologinių ir energetinių rodiklių tyrimas naudojant dyzelino biobutanolio ir Brauno dujų mišinius.",Žemės ūkio inžinerija,11,2,0,0,0,0,0,0,0,0,1,0,1,T 003,,,469.0
1850,3990390,S4,2012,0,34-47,", ,   . Benzininių variklių kartojant Europos važiavimo ciklą NEDC.",Žemės ūkio inžinerija,13,2,0,0,0,0,0,0,0,0,1,0,1,T 003,,,469.0
1851,3990814,S4,2012,0,100-111,  . Simuliacinės programos „CarSim“ panaudojimo galimybės automobilių skersinės dinamikos tyrimuose.,Žemės ūkio inžinerija,11,2,0,0,0,0,0,0,0,0,1,0,1,T 003,,,469.0
1852,3990825,S4,2012,1,187-196, . Collaboration of business and science: a starting position for Lithuania’s move to radical economic change.,Verslas: teorija ir praktika,9,3,1,0,1,0,0,0,0,0,0,0,1,S 004,S 003,,1298.0
1853,3990874,S1,2012,1,761-771,", , , , , &  . The analysis of the deformation state of the double-wave guardrail mounted on bridges and viaducts of the motor roads in Lithuania and Ukraine.",Journal of civil engineering and management,10,3,1,1,1,0,0,0,0,0,0,0,0,T 003,,,258.0
1854,3990892,S1,2012,1,220-227,", , , , , &  . The road of experimental pavement structures: experience of five years operation.",The Baltic journal of road and bridge engineering,7,6,1,1,0,0,1,0,0,0,0,0,3,T 002,,,74.0
1855,3990990,S4,2012,0,197-203, . Diagnostics of bankruptcy threat to enterprises.,Journal of security and sustainability issues,6,1,0,0,0,0,0,0,0,0,0,1,0,S 003,,,298.0
1856,3991143,S4,2012,1,106-110, . Photogrammetry requirements for digital camera calibration applying tcc and matlab software.,Geodesy and cartography,4,3,0,0,0,0,0,0,0,0,0,0,3,T 010,,,714.0
1857,3991162,S1,2012,1,307-319,", , , &  . The model of scribing the quality of organization and technology of travel by international train.",Transport,12,3,1,1,1,0,0,0,0,0,0,0,0,T 003,N 006,,62.0
1858,3991176,S1,2012,1,544-566,", &  . Expert evaluation of criteria describing the quality of travelling by international passenger train: onomic and safety perspectives.",Technological and economic development of economy,22,3,1,0,1,0,0,0,0,1,0,0,0,T 003,,,443.0
1859,3991216,S1,2012,1,529-543,", , , &  . A hybrid MCDM model encompassing AHP and COPRAS-G methods for selecting company supplier in Iran.",Technological and economic development of economy,14,3,1,0,1,0,0,0,0,1,0,0,0,T 002,,,443.0
1860,3991277,S4,2012,1,188-192,", &  . Assessment of rail freight transport service quality.",Transport and telecommunication,4,2,1,0,0,0,0,0,0,0,1,0,0,S 003,T 003,,449.0
1861,3991388,S4,2012,0,71-78,", , &  . Ageing of fire coatings.",International review of civil engineering (IRECE),7,2,0,0,0,1,0,1,0,0,0,0,0,T 008,T 002,,829.0
1862,3991411,S1,2012,0,327-334,", &  . Evaluation criteria and a route selection system for transportating oversize and heavyweight cargoes.",Transport,7,3,1,1,1,0,0,0,0,0,0,0,0,S 003,T 003,,62.0
1863,3991552,S1,2012,0,203-204, . Human protection from low frequency electromagnetic fields.,Przegląd elektrotechniczny,1,3,1,1,0,0,1,0,0,0,0,0,0,T 001,,,404.0
1864,3991566,S1,2012,1,338-353,", , &  . A method of multi-attribute assessment using ideal alternative: choosing an apartment with optimal indoor environment.",International journal of strategic property management,15,3,1,0,1,0,0,0,0,1,0,0,0,T 002,T 007,,824.0
1865,3991578,S1,2012,1,915-930,", &  . Research on futures trend trading strategy based on short term chart pattern.",Journal of business economics and management,15,4,1,0,0,0,0,0,0,1,0,1,1,S 004,S 003,N 009,870.0
1866,3991886,S1,2012,1,994-1010,", , , &  . Forecasting gold price changes by using adaptive network fuzzy inference system.",Journal of business economics and management,16,4,1,0,0,0,0,0,0,1,0,1,1,S 004,S 003,,870.0
1867,3991900,S4,2012,0,1153-1157,", , &  . Experimental investigation of electric drive dynamics.",Journal of energy and power engineering,4,2,0,0,0,0,0,1,0,0,0,0,1,T 001,,,887.0
1868,3991935,S4,2012,0,6-11, . International integration - new opportunities to improve human resources management systems.,Viešasis administravimas,5,1,0,0,0,0,0,0,0,0,0,1,0,S 003,,,1305.0
1869,3991957,S4,2012,0,6-16, . Viešojo sektoriaus žmogiškųjų išteklių potencialo plėtra.,Viešasis administravimas,10,1,0,0,0,0,0,0,0,0,0,1,0,S 003,,,1305.0
1870,3991993,S4,2012,0,75-78,  . Žemo ir vidutinio aktyvumo radioaktyviųjų atliekų atliekyno įtakos Visagino miesto vandenvietei prognozė.,Visuomenės sveikata,3,1,0,0,0,1,0,0,0,0,0,0,0,N 005,,,459.0
1871,3992210,S4,2012,1,69-75,", &  . Formation of methodology to model regional airspace with reference to traffic flows.",Aviation,6,3,1,0,0,0,0,1,0,0,0,0,1,T 003,T 010,,554.0
1872,3992236,S4,2012,1,181-193, . Įeigų ir regyklų reikšmė Lietuvos XX a. 7–9 dešimtmečių visuomeninės paskirties pastatų architektūroje.,Journal of architecture and urbanism,12,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1873,3992262,S4,2012,1,194-208,  . Monolito eksperimentas Vilniuje: tarp idėjos ir pragmatiškumo.,Journal of architecture and urbanism,14,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1874,3992309,S4,2012,1,209-221,  . Tarybinio laikotarpio viešųjų erdvių transformacijos Lietuvoje. Vilniaus Žirmūnų ir Lazdynų atvejis.,Journal of architecture and urbanism,12,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1875,3992322,S4,2012,1,222-238, . Architektūra kaip meno kolekcija. Palangos atvejis.,Journal of architecture and urbanism,16,3,1,0,1,0,0,0,0,0,0,0,1,H 003,,,868.0
1876,3992332,S4,2012,1,93-97, . Simulation of electromagnetic field propagation generated by radio waves from antennas for mobile cellular communications.,Geodesy and cartography,4,3,1,0,1,0,0,0,0,0,0,0,1,T 010,,,714.0
1877,3992340,S4,2012,1,98-105,", &  . Changes affecting generalization of land cover features in a smaller scale.",Geodesy and cartography,7,4,1,0,1,0,0,0,0,0,0,0,2,T 010,N 006,,714.0
1878,3992386,S4,2012,1,118-121,", , &  . Scanning aerial photos using a non-professional scanner.",Geodesy and cartography,3,9,1,0,1,1,0,0,0,0,1,0,5,T 010,,,714.0
1879,3992400,S1,2012,0,219-228,", &  . Analysis of airspace organization considering air traffic flows.",Transport,9,3,1,1,1,0,0,0,0,0,0,0,0,T 010,T 003,,62.0
1880,3992410,S1,2012,0,229-236, . Investigation into the calculation of superelevation defects on conventional rail lines.,Transport,7,3,1,1,1,0,0,0,0,0,0,0,0,T 002,,,62.0
1881,3992418,S1,2012,1,206-212,", , &  . Modelling the noise generated by railway transport: statistical analysis of modelling results applying CADNAA and IMMI programs.",Journal of environmental engineering and landscape management,6,6,1,1,0,0,0,0,0,0,0,0,4,T 004,,,94.0
1882,3992449,S1,2012,1,213-220,", , &  . Investigation into 137Cs found in the soil profile within Vilnius region and estimation of inhabitants exposed to 137Cs transfered through the food chain.",Journal of environmental engineering and landscape management,7,6,1,1,0,0,0,0,0,0,0,0,4,T 004,,,94.0
1883,3992498,S1,2012,1,221-239,",   . Innovative observation of the environment.Bioindicators and biomonitors: rategies and applications.",Journal of environmental engineering and landscape management,18,6,1,1,0,0,0,0,0,0,0,0,4,T 004,,,94.0
1884,3992512,S6,2012,0,56-57, . Keraminės plytelės - nesenstanti klasika.,Statyk!: praktinis būsto vadovas,1,0,0,0,0,0,0,0,0,0,0,0,0,T 002,T 008,,1217.0
1885,3992558,S1,2012,0,213-231,", , , , &  . Project portfolio selection using fuzzy AHP and VIKOR techniques.",Transformations in business & economics,18,2,1,0,0,0,0,0,0,1,0,0,0,T 002,T 007,,448.0
1886,3992574,S4,2012,1,96-103, . Processed straw as effective thermal insulation for building envelope constructions.,Engineering structures and technologies,7,4,0,0,1,0,0,0,0,0,0,0,3,T 008,,,167.0
1887,3992656,S4,2012,1,104-110,  . Kai kurios rekonstruojamų pastatų pamatų pagilinimo iškasomis problemos ir jų sprendimo metodai.,Engineering structures and technologies,6,4,0,0,1,0,0,0,0,0,0,0,3,T 002,,,167.0
1888,3992678,S1,2012,1,173-180, . Influence of functionally obsolete bridges on the efficiency of road network. Part I: obsolescence characteristics and assessment.,The Baltic journal of road and bridge engineering,7,6,1,1,0,0,1,0,0,0,0,0,3,T 002,,,74.0
1889,3992707,S1,2012,1,228-236, . search and use of methods for determining the strength of base courses of road pavement structure.,The Baltic journal of road and bridge engineering,8,6,1,1,0,0,1,0,0,0,0,0,3,T 002,,,74.0
1890,3992724,S1,2012,1,631-641,", , &  . Research of natural wood combustion and charring processes.",Journal of civil engineering and management,10,3,1,1,1,0,0,0,0,0,0,0,0,T 008,T 002,,258.0
1891,3992772,S1,2012,1,655-661,", , &  . Superiority of artificial neural networks over statistical methods in prediction of the optimal length of rock bolts.",Journal of civil engineering and management,6,3,1,1,1,0,0,0,0,0,0,0,0,T 002,,,258.0
1892,3992789,S4,2012,1,208-216,  . Socialinio kapitalo apibrėžties ir matavimo problematika.,Verslas: teorija ir praktika,8,2,1,0,1,0,0,0,0,0,0,0,0,S 003,S 004,,1298.0
1893,3992820,S4,2012,1,228-233,  . Inovatyvios žinios: skyrimas ir naudojimas gamybinėje veikloje.,Verslas: teorija ir praktika,5,2,1,0,1,0,0,0,0,0,0,0,0,S 003,,,1298.0
1894,3992833,S4,2012,1,242-252, ir  . Akcijų investiciniu patrauklumu paremtas investicinio portfelio sudarymo modelis.,Verslas: teorija ir praktika,10,3,1,0,1,0,0,0,0,0,0,0,1,S 004,,,1298.0
1895,3992845,S4,2012,1,253-263, . Investicijų portfelio sudarymas naudojant sprendimų paramos sistemą.,Verslas: teorija ir praktika,10,3,1,0,1,0,0,0,0,0,0,0,1,S 004,,,1298.0
1896,3992862,S4,2012,1,264-274,",   . Tiekėjų atrankos intelektinės paramos sprendimai.",Verslas: teorija ir praktika,10,3,1,0,1,0,0,0,0,0,0,0,1,S 003,,,1298.0
1897,3992951,S4,2012,0,174-180, . The role of investment promotion in attracting FDI: evidence from the Baltic States.,Economics and Business: scientific journal of RTU,6,2,0,0,0,0,0,0,0,0,1,1,0,S 003,,,148.0
1898,3992995,S5,2012,0,199-211,  . rnaujančių įvairiuose vidaus žiūris į profesinį ir taikomąjį - fizinį rengimą.,Visuomenės saugumas ir viešoji tvarka,12,0,0,0,0,0,0,0,0,0,0,0,0,S 007,,,456.0
1899,3993136,S1,2012,1,477-484,", , &  . Neural network prediction of buckling load of steel arch-shells.",Archives of civil and mechanical engineering,7,1,0,1,0,0,0,0,0,0,0,0,0,T 002,,,58.0
1900,3993312,S5,2012,0,236-245,  . Būsimųjų statutinių pareigūnių požiūrio į specialųjį fizinį rengimą anketinis tyrimas.,Visuomenės saugumas ir viešoji tvarka,9,0,0,0,0,0,0,0,0,0,0,0,0,S 007,,,456.0
1901,3993373,S1,2012,0,210-215,", &  . Equilibrium approaches for construction processes – multi-objective decision making for construction projects E.",Bauingenieur,5,2,0,1,0,0,0,0,0,0,0,0,1,T 002,,,565.0
1902,3993441,S5,2012,0,291-299,  . Dziudo varžybų vaidmuo statutinių pareigūnų rengimo procese.,Visuomenės saugumas ir viešoji tvarka,8,0,0,0,0,0,0,0,0,0,0,0,0,S 007,,,456.0
1903,3993571,S1,2012,1,49-52,", , , , &  . Optical receiver for optical time domain reflectometer.",Elektronika ir elektrotechnika,3,3,0,1,0,0,1,0,0,0,1,0,0,T 001,,,164.0
1904,3993622,S1,2012,1,923-929,", , &  . On variations of volumetric activity of 90Sr and 137Cs in the Baltic Sea coastal waters near the shore of Lithuania in 2005–2009.",Journal of Radioanalytical and Nuclear Chemistry,6,4,1,1,0,0,0,0,0,0,0,0,2,N 002,T 004,,269.0
1905,3994111,S4,2012,1,26-32, . Ecology of city : levels and components.,Journal of sustainable architecture and civil engineering,6,4,0,0,0,0,0,0,0,0,0,0,4,T 002,N 012,H 003,93.0
1906,3994337,S4,2012,0,93-98, . Skriptinė programavimo kalba Ironperūnis ir jos taikymas mokyme.,Aukštųjų mokyklų vaidmuo visuomenėje: ndencijos ir perspektyvos,5,1,0,0,0,1,0,0,0,0,0,0,0,N 009,,,65.0
1907,3994466,S4,2012,0,34-38, . The universal combined event for throwers.,Sporto mokslas,4,1,0,0,0,1,0,0,0,0,0,0,0,S 005,,,432.0
1908,3994476,S4,2012,0,63-71,", , &  . Overview of real-time antivirus scanning engines.",Journal of engineering science and technology review. JESTR,8,2,1,0,0,0,0,0,1,0,0,0,0,T 007,,,279.0
1909,3994525,S6,2012,0,50-51, . Įkvėpimas iš makaronų.,Statyba ir architektūra,1,0,0,0,0,0,0,0,0,0,0,0,0,T 002,,,434.0
